days,total_return,cagr,annualized_volatility,sharpe,max_drawdown,win_rate,benchmark_total_return,active_total_return,tracking_error,information_ratio,average_turnover,rebalance_count
711,1.0910543900636474,0.298814729902259,0.21488244857557895,1.3905962626685129,-0.17623538300170016,0.5555555555555556,0.8710459595451645,0.11758579707575167,0.11376583161996512,0.4127851891737501,0.2542857142857142,35
