date,equity_curve,running_peak,drawdown
2023-02-01,1.0023834071298037,1.0023834071298037,0.0
2023-02-02,0.9976714119970986,1.0023834071298037,-0.004700791233363755
2023-02-03,0.9954165740670808,1.0023834071298037,-0.006950267745025274
2023-02-06,0.9904318489149442,1.0023834071298037,-0.011923140516742259
2023-02-07,0.9913795605114464,1.0023834071298037,-0.010977682332018457
2023-02-08,1.0028970192523572,1.0028970192523572,0.0
2023-02-09,0.9908461432510229,1.0028970192523572,-0.012016065229028206
2023-02-10,0.9912910672051742,1.0028970192523572,-0.011572426504802058
2023-02-13,0.9949530967921958,1.0028970192523572,-0.007920975242386774
2023-02-14,0.9912672112350135,1.0028970192523572,-0.01159621356339613
2023-02-15,0.9798701468712733,1.0028970192523572,-0.022960355788324227
2023-02-16,0.9915622976041959,1.0028970192523572,-0.011301979595682798
2023-02-17,1.0002246807503559,1.0028970192523572,-0.0026646190493152533
2023-02-20,1.0097541343812637,1.0097541343812637,0.0
2023-02-21,1.0248983587314275,1.0248983587314275,0.0
2023-02-22,1.0128321339500455,1.0248983587314275,-0.011773094062046408
2023-02-23,1.0173645911140696,1.0248983587314275,-0.007350746103918948
2023-02-24,1.0077189772524464,1.0248983587314275,-0.016762034335038867
2023-02-27,1.0114458156340547,1.0248983587314275,-0.013125733866940492
2023-02-28,1.0050042989863823,1.0248983587314275,-0.0194107635899321
2023-03-02,1.0194066100754073,1.0248983587314275,-0.005358334911198082
2023-03-03,1.0182700931982518,1.0248983587314275,-0.006467241826184522
2023-03-06,1.0060379494908764,1.0248983587314275,-0.018402224064341
2023-03-07,1.0077853108300916,1.0248983587314275,-0.016697312231544248
2023-03-08,0.9994400336410932,1.0248983587314275,-0.02483985350688378
2023-03-09,0.9984546345001253,1.0248983587314275,-0.02580131386299911
2023-03-10,0.9829458347001545,1.0248983587314275,-0.04093335077948601
2023-03-13,0.9796606181873369,1.0248983587314275,-0.044138757915549665
2023-03-14,0.9486680207439987,1.0248983587314275,-0.07437843698157864
2023-03-15,0.9577362137320133,1.0248983587314275,-0.06553054205545261
2023-03-16,0.9494605140825959,1.0248983587314275,-0.07360519607252092
2023-03-17,0.9521889503505718,1.0248983587314275,-0.07094304304560706
2023-03-20,0.9554489551804628,1.0248983587314275,-0.06776223511268575
2023-03-21,0.9607915743463107,1.0248983587314275,-0.06254940681577958
2023-03-22,0.9589074408833959,1.0248983587314275,-0.06438776809996283
2023-03-23,0.9620227637481736,1.0248983587314275,-0.061348127302182864
2023-03-24,0.9597473643920246,1.0248983587314275,-0.0635682492652675
2023-03-27,0.9616725619472662,1.0248983587314275,-0.061689821478901896
2023-03-28,0.9788613406967419,1.0248983587314275,-0.044918618165871727
2023-03-29,0.9794539659213043,1.0248983587314275,-0.04434038987668221
2023-03-30,0.9788997122361937,1.0248983587314275,-0.044881178805056265
2023-03-31,0.998483121829306,1.0248983587314275,-0.0257735185904846
2023-04-03,0.9963808510645893,1.0248983587314275,-0.027824717859960213
2023-04-04,1.0030053973309454,1.0248983587314275,-0.021361104946621468
2023-04-05,1.0018561890525444,1.0248983587314275,-0.022482394944415507
2023-04-06,0.9824896416914741,1.0248983587314275,-0.041378461267559286
2023-04-07,0.9888646037591904,1.0248983587314275,-0.03515836928145544
2023-04-10,0.9861070980143904,1.0248983587314275,-0.037848885586128866
2023-04-11,1.000560815488851,1.0248983587314275,-0.023746299362505052
2023-04-12,1.0095802619608467,1.0248983587314275,-0.014945966729365101
2023-04-13,1.012927679245699,1.0248983587314275,-0.011679869895142914
2023-04-14,1.0192349845296669,1.0248983587314275,-0.005525791073341724
2023-04-17,1.0206653464091662,1.0248983587314275,-0.004130177676838875
2023-04-18,1.0233281219863914,1.0248983587314275,-0.0015320902132964775
2023-04-19,1.0276243971977932,1.0276243971977932,0.0
2023-04-20,1.022500364954147,1.0276243971977932,-0.004986289015343259
2023-04-21,1.0135782196993603,1.0276243971977932,-0.013668590913893275
2023-04-24,1.001510197952444,1.0276243971977932,-0.02541220247062992
2023-04-25,0.9945998546957967,1.0276243971977932,-0.032136783237192934
2023-04-26,0.987599031716235,1.0276243971977932,-0.03894941146853126
2023-04-27,0.9836991124571925,1.0276243971977932,-0.042744493864080635
2023-04-28,0.9905870975091599,1.0276243971977932,-0.03604167027333094
2023-05-02,1.0000637594240542,1.0276243971977932,-0.02681975812261117
2023-05-03,0.9924399250905223,1.0276243971977932,-0.034238650039075336
2023-05-04,0.9914166702177255,1.0276243971977932,-0.03523439797537087
2023-05-08,0.9979613407565038,1.0276243971977932,-0.02886565998450108
2023-05-09,0.9922766595465656,1.0276243971977932,-0.03439752671074814
2023-05-10,0.9851287415388571,1.0276243971977932,-0.041353295790579336
2023-05-11,0.9900661708215561,1.0276243971977932,-0.03654859351203976
2023-05-12,0.9867666749382381,1.0276243971977932,-0.039759392995114884
2023-05-15,0.9857685207444824,1.0276243971977932,-0.040730715003893136
2023-05-16,0.9802917201362388,1.0276243971977932,-0.04606028933394812
2023-05-17,0.9790583496898111,1.0276243971977932,-0.04726050455829567
2023-05-18,0.9874498646649059,1.0276243971977932,-0.039094568640486105
2023-05-19,0.9872061604859299,1.0276243971977932,-0.03933172161159171
2023-05-22,0.9969112443794773,1.0276243971977932,-0.029887527876982012
2023-05-23,1.000128094737477,1.0276243971977932,-0.02675715225844688
2023-05-24,0.9999381875145774,1.0276243971977932,-0.026941954432682547
2023-05-25,0.9962222003296008,1.0276243971977932,-0.030558049180052893
2023-05-26,0.9887520316259807,1.0276243971977932,-0.03782740627588521
2023-05-30,0.9943335313891601,1.0276243971977932,-0.032395947293012095
2023-05-31,0.9923945760704656,1.0276243971977932,-0.0342827799956823
2023-06-01,0.9893557064562823,1.0276243971977932,-0.037239959313796867
2023-06-02,0.9991384345238377,1.0276243971977932,-0.027720208620613973
2023-06-05,1.0162835291475756,1.0276243971977932,-0.011036005062883603
2023-06-07,1.022312006656404,1.0276243971977932,-0.0051695839023241374
2023-06-08,1.0238241266896548,1.0276243971977932,-0.003698112382793939
2023-06-09,1.0388112353875998,1.0388112353875998,0.0
2023-06-12,1.0330781177537642,1.0388112353875998,-0.005518921473444016
2023-06-13,1.0335736614620896,1.0388112353875998,-0.005041891873219795
2023-06-14,1.029009597457456,1.0388112353875998,-0.009435436965106181
2023-06-15,1.023977777819017,1.0388112353875998,-0.01427926177853478
2023-06-16,1.0404396703304055,1.0404396703304055,0.0
2023-06-19,1.0465381920404055,1.0465381920404055,0.0
2023-06-20,1.0530063457472898,1.0530063457472898,0.0
2023-06-21,1.0356855960648093,1.0530063457472898,-0.016448855937509554
2023-06-22,1.0425042267398845,1.0530063457472898,-0.009973462220640439
2023-06-23,1.02986943298025,1.0530063457472898,-0.02197224438435852
2023-06-26,1.0393703190642969,1.0530063457472898,-0.012949614917387553
2023-06-27,1.047092094413555,1.0530063457472898,-0.005616539119275177
2023-06-28,1.0444842598669295,1.0530063457472898,-0.008093100212337667
2023-06-29,1.0321450306835642,1.0530063457472898,-0.019811195960952044
2023-06-30,1.042170483008271,1.0530063457472898,-0.010290405924694546
2023-07-03,1.056639496155675,1.056639496155675,0.0
2023-07-04,1.0446970558903095,1.056639496155675,-0.011302284562346276
2023-07-05,1.0380620090305877,1.056639496155675,-0.01758167018427481
2023-07-06,1.0183614644826202,1.056639496155675,-0.03622619806690941
2023-07-07,1.0079507075684067,1.056639496155675,-0.04607890275198945
2023-07-10,1.0127409388452184,1.056639496155675,-0.04154544427893414
2023-07-11,1.0224916613620716,1.056639496155675,-0.03231739388679111
2023-07-12,1.0345161982841955,1.056639496155675,-0.02093741332968324
2023-07-13,1.0328023137586608,1.056639496155675,-0.02255942777431663
2023-07-14,1.0511345495867241,1.056639496155675,-0.005209862577519875
2023-07-17,1.0437587246811877,1.056639496155675,-0.012190318004722478
2023-07-18,1.038698620583772,1.056639496155675,-0.01697918319083902
2023-07-19,1.0411589944194626,1.056639496155675,-0.014650693819921123
2023-07-20,1.048941522284803,1.056639496155675,-0.007285336104583595
2023-07-21,1.0445703402130273,1.056639496155675,-0.011422207845304344
2023-07-24,1.040768597373466,1.056639496155675,-0.015020164247079082
2023-07-25,1.0471097212713885,1.056639496155675,-0.009018946309463538
2023-07-26,1.0193165009612644,1.056639496155675,-0.035322354814675494
2023-07-27,1.0405877007674362,1.056639496155675,-0.015191364175425437
2023-07-28,1.0334734102728687,1.056639496155675,-0.021924304331884747
2023-07-31,1.0500671917776048,1.056639496155675,-0.006220006352196772
2023-08-01,1.0558617549625013,1.056639496155675,-0.0007360516013298346
2023-08-02,1.0397318879810733,1.056639496155675,-0.016001302465141642
2023-08-03,1.044601104783269,1.056639496155675,-0.01139309236140118
2023-08-04,1.0424315306945717,1.056639496155675,-0.01344636984780101
2023-08-07,1.0307439433385894,1.056639496155675,-0.024507462489619547
2023-08-08,1.040643997344007,1.056639496155675,-0.015138085288183833
2023-08-09,1.0392255553151226,1.056639496155675,-0.01648049396592577
2023-08-10,1.046648724625859,1.056639496155675,-0.009455231955804444
2023-08-11,1.0429863379926787,1.056639496155675,-0.012921302121177591
2023-08-14,1.0399582322551841,1.056639496155675,-0.01578709101938902
2023-08-16,1.018441604701737,1.056639496155675,-0.03615035363803054
2023-08-17,1.018516605742997,1.056639496155675,-0.03607937290947272
2023-08-18,1.0194029008862566,1.056639496155675,-0.03524058622159665
2023-08-21,1.0283566453657103,1.056639496155675,-0.026766793114269438
2023-08-22,1.0293773950965963,1.056639496155675,-0.025800759065192302
2023-08-23,1.0243456592806999,1.056639496155675,-0.030562776606845032
2023-08-24,1.0267797363509932,1.056639496155675,-0.02825917440462844
2023-08-25,1.0286482115298616,1.056639496155675,-0.026490855895177967
2023-08-28,1.0495689244448418,1.056639496155675,-0.006691564849277132
2023-08-29,1.054041692478773,1.056639496155675,-0.002458552501921063
2023-08-30,1.049342951412246,1.056639496155675,-0.006905424953331463
2023-08-31,1.0601358113883237,1.0601358113883237,0.0
2023-09-01,1.0445246074437717,1.0601358113883237,-0.014725664180807119
2023-09-04,1.0629548576039969,1.0629548576039969,0.0
2023-09-05,1.0601991450954609,1.0629548576039969,-0.0025925019193643317
2023-09-06,1.0529177118562614,1.0629548576039969,-0.009442682985014272
2023-09-07,1.044938914900384,1.0629548576039969,-0.01694892551149585
