days,total_return,cagr,annualized_volatility,sharpe,max_drawdown,win_rate,benchmark_total_return,active_total_return,tracking_error,information_ratio,average_turnover,rebalance_count,benchmark_type,benchmark_path
4661,21.9719269212423,0.18466081945754387,0.21373473794976477,0.8639719552791915,-0.4880915811755808,0.5507401845097618,6.9401504405704895,1.8931349718345887,0.09761879712429865,0.6085089276018982,0.2140969162995595,227,universe_equal_weight,
