days,total_return,cagr,annualized_volatility,sharpe,max_drawdown,win_rate,benchmark_total_return,active_total_return,tracking_error,information_ratio,average_turnover,rebalance_count,benchmark_type,benchmark_path
4661,24.317284806837986,0.1909037445627475,0.2137185501688863,0.8932483605746441,-0.4819658547984307,0.5513838232139026,6.9401504405704895,2.1885144993573915,0.0976051625153325,0.6624351538096748,0.2140969162995595,227,universe_equal_weight,
