ticker,name,signal_date,balanced_raw_score,balanced_score,value_momentum_raw_score,value_momentum_score,defensive_raw_score,defensive_score,aggressive_raw_score,aggressive_score,ml_signal_date,ml_score,regime,target_exposure,composite_score,factor_scope,rank,name_fundamental,fiscal_period,revenue,operating_income,net_income,equity,shares_outstanding,roe,operating_margin,net_margin,sales_growth,sector,date,adj_close,volume,trading_value,analyst_sector,sector_master_source,valuation_family,sector_master_confidence,universe_sector,corp_code,corp_name,stock_name,dart_industry_code,hm_url,ir_url,dart_sector,total_assets,total_liabilities,current_liabilities,noncurrent_liabilities,ebitda_proxy,net_debt_proxy,financial_data_basis,dart_report_year,borrowings,interest_expense,interest_income,analyst_note_readiness,backlog_evidence,segment_sales_evidence,net_debt_evidence,ebitda_evidence,nav_evidence,guidance_evidence,margin_risk_evidence,dart_table_bridge_count,revenue_segment_bridge_count,ebitda_bridge_count,backlog_bridge_count,nav_bridge_count,eps,bps,current_per,current_pbr,market_cap_proxy,enterprise_value_proxy,current_psr,ev_ebitda_proxy,net_debt_to_equity,earnings_yield,op_income_yield,book_discount_proxy,sector_model,sector_source,sector_rank
000660,에스케이하이닉스(주),2026-06-30,0.9754179189694676,3.0,1.6831799492648956,3.0,0.0511033036089365,-0.013464414344939,3.1819430039996095,3.0,2026-05-29,3.0,neutral,0.8,2.3973071171310125,institutional_core_satellite_regime_overlay,1,에스케이하이닉스(주),2025-12,97146675000000.0,47206319000000.0,42947902000000.0,120666751000000.0,728002365.0,0.4528,0.5067,0.4915,0.5583,,2026-06-30,2650000,5109213,13522108237000,IT Hardware & Components,kospi200_constituent,forward_per_margin_cycle,0.85,IT,164779,에스케이하이닉스(주),SK하이닉스,2612,www.skhynix.com,,IT Hardware & Components,176107659000000.0,55440908000000.0,37378999000000.0,18061909000000.0,47206319000000.0,18061909000000.0,OpenDART CFS annual,2025,,,,0.857,0,3,3,3,3,3,3,225,60,45,33,87,58994.17922907435,165750.49313198315,44.91968588477267,15.98788606854924,1929206267250000.0,1947268176250000.0,19.85869580456562,41.250159247748165,0.14968422411572183,0.02226195442606579,0.024469295897162187,-14.98788606854924,IT Hardware & Components,master/KOSPI200,1.0
011070,엘지이노텍(주),2026-06-30,0.798370721067064,2.9362999844509914,1.4719866077816897,3.0,-0.2217476389909256,-0.8045757593565631,2.5889034495085563,3.0,2026-05-29,1.8677115348324071,neutral,0.8,1.9871471488755656,institutional_core_satellite_regime_overlay,2,엘지이노텍(주),2025-12,21896603000000.0,665007000000.0,341262000000.0,5763054000000.0,23667107.0,0.0613999999999999,0.0186,0.012,0.0362,,2026-06-30,981000,255297,242252726000,IT Hardware & Components,kospi200_constituent,forward_per_margin_cycle,0.85,IT,105961,엘지이노텍(주),LG이노텍,262,www.lginnotek.co.kr,,IT Hardware & Components,11930883000000.0,6167829000000.0,4507244000000.0,1660585000000.0,665007000000.0,1660585000000.0,OpenDART CFS annual,2025,,,,1.0,2,3,3,3,3,3,3,226,56,60,36,74,14419.252847422375,243504.79338264707,68.03403826678623,4.028668127524052,23217431967000.0,24878016967000.0,1.0603211816463038,37.41015803893794,0.2881432310021735,0.014698524818983053,0.02864257343125652,-3.0286681275240523,IT Hardware & Components,master/KOSPI200,2.0
009150,삼성전기(주),2026-06-30,0.7303125385930757,2.6977788673760577,1.5653028650926428,3.0,-0.5702987954621387,-1.8151743359049208,3.1635222398280396,3.0,2026-05-29,3.0,neutral,0.8,1.916076679769439,institutional_core_satellite_regime_overlay,3,삼성전기(주),2025-12,11314459238100.0,913331178557.0,730989517218.0,9797343882863.0,77600680.0,0.0601,0.0425,0.0467999999999999,0.1026,,2026-06-30,2184000,1322616,2864321365500,IT Hardware & Components,kospi200_constituent,forward_per_margin_cycle,0.85,IT,126371,삼성전기(주),삼성전기,2622,www.sem.samsung.co.kr,,IT Hardware & Components,14595895255468.0,4798551372605.0,3819497359666.0,979054012939.0,913331178557.0,979054012939.0,OpenDART CFS annual,2025,,,,0.857,0,3,3,3,3,3,3,266,70,51,65,80,9419.885459998546,126253.32513662252,231.8499528762144,17.298554296582907,169479885120000.0,170458939132939.0,14.97905304650337,186.63431527899039,0.09993055512234392,0.004313134368131202,0.005389024059759759,-16.298554296582907,IT Hardware & Components,master/KOSPI200,3.0
005930,삼성전자(주),2026-06-30,0.3726450765444695,1.444274299842304,0.7276720306427754,2.0302274154969924,-0.2352620205262476,-0.8437597198425926,1.6099164576416656,2.596866902804599,2026-05-29,2.0215514408610056,neutral,0.8,1.2193135472400027,institutional_core_satellite_regime_overlay,6,삼성전자(주),2025-12,333605938000000.0,43601051000000.0,45206805000000.0,436320337000000.0,6735612586.0,0.1373,0.0992,0.1415,0.1387,,2026-06-30,334000,29237216,9724402126750,IT Hardware & Components,kospi200_constituent,forward_per_margin_cycle,0.85,IT,126380,삼성전자(주),삼성전자,264,www.samsung.com/sec,,IT Hardware & Components,566942110000000.0,130621773000000.0,106411348000000.0,24210425000000.0,43601051000000.0,24210425000000.0,OpenDART CFS annual,2025,,,,1.0,2,3,3,3,3,3,3,281,78,29,39,135,6711.610031426472,64778.122469052585,49.764512305702645,5.156061757726411,2249694603724000.0,2273905028724000.0,6.74356882617599,52.15252789947655,0.05548772987860981,0.020094640812654108,0.019380875487644243,-4.156061757726411,IT Hardware & Components,master/KOSPI200,4.0
402340,에스케이스퀘어(주),2026-06-30,0.3812251874847217,1.4743447127111462,0.5699122505565646,1.639895034769281,-0.5925813981284264,-1.8797811120359385,3.654876825022492,3.0,2026-05-29,3.0,neutral,0.8,1.141760669631127,institutional_core_satellite_regime_overlay,7,에스케이스퀘어(주),2025-12,1411521000000.0,8797421000000.0,8818695000000.0,27983163000000.0,132087115.0,-0.0165,0.8408,-0.2952,1.0149,,2026-06-30,1697000,1515394,2530668448000,IT Hardware & Components,kospi200_constituent,forward_per_margin_cycle,0.85,IT,1596425,에스케이스퀘어 주식회사,SK스퀘어,64992,www.sksquare.com,,Financials,30504546000000.0,2521383000000.0,974637000000.0,1546746000000.0,8797421000000.0,1546746000000.0,OpenDART CFS annual,2025,,,,0.857,0,3,3,3,3,3,3,159,41,27,18,73,66764.23358932474,211853.8435789138,25.417800950707562,8.010239376978221,224151834155000.0,225698580155000.0,158.80162899099625,25.655084615707263,0.05527416611195811,0.03934250653466396,0.03924759765256537,-7.010239376978221,IT Hardware & Components,master/KOSPI200,5.0
000990,(주)디비하이텍,2026-06-30,0.3039722826004153,1.2035991755770783,0.5182907565297536,1.5121721091338918,-0.0820005824947946,-0.3993893935971454,0.9458875109962596,1.5086192972161772,2026-05-29,1.629810578590354,neutral,0.8,1.0299583290562515,institutional_core_satellite_regime_overlay,9,(주)디비하이텍,2025-12,1397233307039.0,277294561174.0,252582440798.0,2243995457046.0,43617167.0,0.1366,0.2488,0.2239,0.2241,,2026-06-30,144200,911207,130996077150,IT Hardware & Components,kospi200_constituent,forward_per_margin_cycle,0.85,IT,160843,주식회사 DB하이텍,DB하이텍,2611,www.dbhitek.co.kr,,IT Hardware & Components,2992581747645.0,748586290599.0,579178189189.0,169408101410.0,277294561174.0,169408101410.0,OpenDART CFS annual,2025,,,,1.0,3,3,3,3,3,3,3,259,79,44,49,87,5790.895149104938,51447.52883757902,24.901158851458064,2.802855710625919,6289595481400.0,6459003582810.0,4.50146403590166,23.292932812905153,0.07549395916915498,0.040158773572156296,0.04408782122698248,-1.802855710625919,IT Hardware & Components,master/KOSPI200,6.0
066570,엘지전자(주),2026-06-30,0.2783949002410762,1.1139590237182777,0.5309731247984215,1.543551076554292,-0.1079021132708172,-0.4744889870045592,0.8444301470835194,1.3423453209006353,2026-05-29,-0.1571652670731144,neutral,0.8,0.6279629739826348,institutional_core_satellite_regime_overlay,20,엘지전자(주),2025-12,89200882000000.0,2478392000000.0,1220412000000.0,28552025000000.0,180072379.0,0.0855,-0.0266,0.0349,-0.0393,,2026-06-30,203000,1364895,276385234700,IT Hardware & Components,kospi200_constituent,forward_per_margin_cycle,0.85,IT,401731,LG전자(주),LG전자,264,www.lge.co.kr,www.lge.co.kr/company/investor/presentation#com-tabs01,IT Hardware & Components,68620167000000.0,40068142000000.0,27183160000000.0,12884982000000.0,2478392000000.0,12884982000000.0,OpenDART CFS annual,2025,,,,1.0,3,3,3,3,3,3,3,448,140,93,68,147,6777.341460013698,158558.60381563572,29.952747872849496,1.2802837254800665,36554692937000.0,49439674937000.0,0.4098019225527389,19.948287009076854,0.4512808461046108,0.033385918522234964,0.06779955734469914,-0.2802837254800665,IT Hardware & Components,master/KOSPI200,7.0
000120,씨제이대한통운(주),2026-06-30,0.2082799255760897,0.8682295394323127,0.108561836470763,0.49841267861096,0.5419260597848349,1.409640256288599,-0.3362291236015288,-0.5925848215723413,2026-05-29,-0.3003215377177014,neutral,0.8,0.6688380952092966,institutional_core_satellite_regime_overlay,17,씨제이대한통운(주),2025-12,12284652471280.0,508080820628.0,258742959823.0,4439637704423.0,22812344.0,0.0542,0.0423,0.0248,-0.0015,,2026-06-30,74100,50943,3779847850,Industrials,kospi200_constituent,ev_ebitda_order_cycle,0.85,Industrials,113410,씨제이대한통운(주),CJ대한통운,493,www.cjlogistics.com,www.cjlogistics.com,Logistics,10339205686286.0,5899567981863.0,3125807103845.0,2773760878018.0,508080820628.0,2773760878018.0,OpenDART CFS annual,2025,,,,0.857,0,3,3,3,3,3,3,105,42,18,10,35,11342.234705166642,194615.58638704554,6.533104095107976,0.3807505933909743,1690394690400.0,4464155568418.0,0.13760215800584785,8.786309947500474,0.624771898674217,0.15306659521142565,0.3005693424816498,0.6192494066090257,Industrials,master/KOSPI200,1.0
006260,(주)엘에스,2026-06-30,0.1263725651168098,0.5811716956400022,0.112222338773738,0.5074695661002725,0.1222569913604539,0.1928404973525457,0.6102300312970469,0.9585251327586564,2026-05-29,0.6446746049712722,neutral,0.8,0.501465611940819,institutional_core_satellite_regime_overlay,28,(주)엘에스,2025-12,31870031000000.0,1052554000000.0,485145000000.0,7679588000000.0,31700000.0,0.0583,0.7918000000000001,0.6927,0.1699,,2026-06-30,365500,226210,82903487500,Industrials,kospi200_constituent,ev_ebitda_order_cycle,0.85,Industrials,105952,(주)LS,LS,64992,www.lsholdings.co.kr,,Financials,24994792000000.0,17315204000000.0,13775531000000.0,3539673000000.0,1052554000000.0,3539673000000.0,OpenDART CFS annual,2025,,,,1.0,3,3,3,3,3,3,3,250,83,36,38,93,15304.258675078865,242258.29652996844,23.882241391748856,1.508720259472253,11586350000000.0,15126023000000.0,0.36355000721524244,14.370780976557972,0.4609196482936324,0.04187211675808171,0.0908443124884023,-0.5087202594722531,Industrials,master/KOSPI200,2.0
014820,동원시스템즈(주),2026-06-30,0.1611688185524337,0.7031209005377326,0.0112545035868184,0.2576529432329192,0.474543401641341,1.214269169033338,-0.3508801938874489,-0.6165958112114335,2026-05-29,-0.404946052452827,neutral,0.8,0.4946435721777791,institutional_core_satellite_regime_overlay,30,동원시스템즈(주),2025-12,1372874325188.0,66155675299.0,53724930722.0,862644280784.0,29255393.0,0.0742999999999999,0.044,0.0481,0.0288,,2026-06-30,18810,89054,1705921665,Packaging & Materials,kospi200_constituent,per_pbr_spread,0.85,Steels & Materials,132637,동원시스템즈(주),동원시스템즈,222,dongwonsystems.com/,,Energy & Chemicals,1530722788822.0,668078508038.0,517639684226.0,150438823812.0,66155675299.0,150438823812.0,OpenDART CFS annual,2025,,,,0.857,0,3,3,3,3,3,3,173,58,43,24,48,1836.4111780005826,29486.675526252544,10.242804130869885,0.6379152503391948,550293942330.0,700732766142.0,0.40083344282415895,10.59217917397016,0.1743926519460329,0.0976295150452197,0.12021879619261336,0.36208474966080517,Packaging & Materials,master/KOSPI200,1.0
