days,total_return,cagr,annualized_volatility,sharpe,max_drawdown,win_rate,benchmark_total_return,active_total_return,tracking_error,information_ratio,average_turnover,rebalance_count
587,1.0348613993529634,0.35660832252278807,0.2528445915143086,1.4103854086299783,-0.19317251404518632,0.565587734241908,0.7214161194144983,0.18208571210839852,0.15074831752246684,0.5764023035093455,0.29195402298850576,29
