days,total_return,cagr,annualized_volatility,sharpe,max_drawdown,win_rate,benchmark_total_return,active_total_return,tracking_error,information_ratio,average_turnover,rebalance_count,benchmark_type,benchmark_path
4661,24.60792205442974,0.19163891036055491,0.23848860553589696,0.8035558341662982,-0.5139211807432111,0.5408710577129371,6.9401504405704895,2.225117993178709,0.12986024985546052,0.5459419110156749,0.21336270190895743,227,universe_equal_weight,
