days,total_return,cagr,annualized_volatility,sharpe,max_drawdown,win_rate,benchmark_total_return,active_total_return,tracking_error,information_ratio,average_turnover,rebalance_count,benchmark_type,benchmark_path
4661,13.8618156606426,0.15709449890671667,0.22783227602904302,0.689518191385188,-0.6460310379457332,0.5436601587642137,6.9401504405704895,0.8717297325634548,0.08415895267507993,0.46341466521569125,0.04265785609397944,227,universe_equal_weight,
