date,ticker,name,open,high,low,close,adj_close,volume,trading_value,market_cap,sector,is_suspended,is_administrative
2018-01-02,000080,,24150,24400,24000,24400,24400,128554,3111823600,,,,
2018-01-03,000080,,24200,25050,24100,24800,24800,245119,6088472250,,,,
2018-01-04,000080,,24700,25000,24550,24550,24550,195927,4839393100,,,,
2018-01-05,000080,,24700,24800,24200,24400,24400,224635,5468327250,,,,
2018-01-08,000080,,24400,24700,23850,23850,23850,172439,4133225950,,,,
2018-01-09,000080,,23800,24750,23750,24500,24500,306033,7467740950,,,,
2018-01-10,000080,,24500,25150,24150,24800,24800,304457,7507510500,,,,
2018-01-11,000080,,24950,25200,24800,24900,24900,321697,8062721375,,,,
2018-01-12,000080,,24700,25050,24500,24500,24500,148667,3661240150,,,,
2018-01-15,000080,,24200,24250,22500,22900,22900,736486,17040536450,,,,
2018-01-16,000080,,23100,23600,22750,23550,23550,424880,9900093500,,,,
2018-01-17,000080,,23550,23550,23100,23200,23200,196144,4561340550,,,,
2018-01-18,000080,,23250,23300,22950,23000,23000,272778,6288421186,,,,
2018-01-19,000080,,22950,23100,22450,22900,22900,349609,7978100000,,,,
2018-01-22,000080,,22950,23150,22750,22900,22900,192781,4406544000,,,,
2018-01-23,000080,,22950,23150,22850,23050,23050,158354,3643601000,,,,
2018-01-24,000080,,23150,23500,23150,23450,23450,187334,4379457600,,,,
2018-01-25,000080,,23450,23500,22950,23000,23000,269793,6248072950,,,,
2018-01-26,000080,,23100,23400,22950,23300,23300,138617,3225623500,,,,
2018-01-29,000080,,23350,23750,23200,23500,23500,163106,3850648200,,,,
2018-01-30,000080,,23650,23750,23150,23200,23200,158252,3708710400,,,,
2018-01-31,000080,,23250,23250,22800,23000,23000,215531,4941226950,,,,
2018-02-01,000080,,22950,23250,22900,23050,23050,127070,2930395700,,,,
2018-02-02,000080,,23050,23150,22600,22750,22750,177944,4061749850,,,,
2018-02-05,000080,,22500,22650,22200,22350,22350,183194,4105688800,,,,
2018-02-06,000080,,22000,22200,21500,21900,21900,283295,6152816400,,,,
2018-02-07,000080,,21950,22400,21700,21800,21800,187494,4144418250,,,,
2018-02-08,000080,,21850,22100,21700,22050,22050,191819,4208344700,,,,
2018-02-09,000080,,21700,22250,21650,22200,22200,158264,3487888250,,,,
2018-02-12,000080,,22050,22200,21800,21950,21950,79536,1746023050,,,,
2018-02-13,000080,,21850,22050,21750,21850,21850,86714,1896873800,,,,
2018-02-14,000080,,21800,21950,21700,21800,21800,82298,1794054600,,,,
2018-02-19,000080,,22000,22000,21700,21950,21950,113413,2478532350,,,,
2018-02-20,000080,,21850,22000,21650,21700,21700,81226,1769160650,,,,
2018-02-21,000080,,21650,22200,21600,22000,22000,90738,1990800200,,,,
2018-02-22,000080,,21950,22100,21800,22100,22100,74458,1635953000,,,,
2018-02-23,000080,,22150,22150,21900,22150,22150,85819,1889862050,,,,
2018-02-26,000080,,22200,22500,22050,22500,22500,94843,2119621450,,,,
2018-02-27,000080,,22600,22600,22150,22350,22350,172621,3862641320,,,,
2018-02-28,000080,,22200,22250,21800,22000,22000,136906,3007615050,,,,
2018-03-02,000080,,21650,21850,21500,21500,21500,116803,2519646750,,,,
2018-03-05,000080,,21450,21750,21000,21000,21000,105782,2244391100,,,,
2018-03-06,000080,,21100,21550,21050,21100,21100,132603,2805397050,,,,
2018-03-07,000080,,21200,21400,20850,20900,20900,155218,3274635050,,,,
2018-03-08,000080,,20950,21200,20900,21100,21100,155579,3278902500,,,,
2018-03-09,000080,,21100,21250,21000,21100,21100,147470,3113699800,,,,
2018-03-12,000080,,21100,21500,21050,21300,21300,133804,2849684550,,,,
2018-03-13,000080,,21150,21250,21000,21050,21050,108998,2299904250,,,,
2018-03-14,000080,,21050,21300,21000,21200,21200,90749,1923321950,,,,
2018-03-15,000080,,21000,21200,21000,21100,21100,137348,2895115450,,,,
2018-03-16,000080,,21100,21250,21100,21100,21100,141529,2991701600,,,,
2018-03-19,000080,,21050,21300,21050,21100,21100,139802,2955117800,,,,
2018-03-20,000080,,21150,22100,21150,22000,22000,290165,6325492400,,,,
2018-03-21,000080,,21950,22450,21850,22350,22350,300441,6674822750,,,,
2018-03-22,000080,,22300,22450,21950,22000,22000,145584,3231857850,,,,
2018-03-23,000080,,21700,21850,21300,21350,21350,164382,3534484650,,,,
2018-03-26,000080,,21500,22350,21500,22250,22250,237307,5239387150,,,,
2018-03-27,000080,,22250,22800,22000,22750,22750,206841,4651726100,,,,
2018-03-28,000080,,22500,22900,22300,22900,22900,205097,4655964050,,,,
2018-03-29,000080,,22850,22850,22250,22350,22350,133788,2995980750,,,,
2018-03-30,000080,,22400,22700,22300,22450,22450,62630,1409029400,,,,
2018-04-02,000080,,22350,22850,22300,22600,22600,136625,3074483200,,,,
2018-04-03,000080,,22600,23300,22600,23050,23050,300760,6926348250,,,,
2018-04-04,000080,,23050,23150,22200,22350,22350,263882,5948097750,,,,
2018-04-05,000080,,22400,22600,22250,22300,22300,107261,2399403800,,,,
2018-04-06,000080,,22300,22450,22100,22350,22350,149046,3320080000,,,,
2018-04-09,000080,,22250,22350,21700,21800,21800,172314,3776406300,,,,
2018-04-10,000080,,21850,21950,21550,21600,21600,136437,2955406950,,,,
2018-04-11,000080,,21650,21700,21300,21450,21450,224179,4801799600,,,,
2018-04-12,000080,,21450,21450,20950,21100,21100,498282,10511823200,,,,
2018-04-13,000080,,21000,21150,20350,20600,20600,736508,15140683850,,,,
2018-04-16,000080,,20500,20800,20500,20700,20700,177596,3671101000,,,,
2018-04-17,000080,,20750,20900,20700,20800,20800,223629,4648855950,,,,
2018-04-18,000080,,20850,21150,20850,21100,21100,329277,6920234600,,,,
2018-04-19,000080,,21000,21100,20800,20900,20900,241110,5043133100,,,,
2018-04-20,000080,,20850,20950,20700,20750,20750,276025,5732822050,,,,
2018-04-23,000080,,20850,21300,20850,21200,21200,263096,5557899600,,,,
2018-04-24,000080,,21250,21900,21250,21750,21750,301907,6533988850,,,,
2018-04-25,000080,,21700,21700,21350,21400,21400,183383,3938623550,,,,
2018-04-26,000080,,21500,21750,21350,21550,21550,171297,3701283950,,,,
2018-04-27,000080,,21550,21700,21350,21650,21650,133216,2866996850,,,,
2018-04-30,000080,,21700,21800,21550,21800,21800,157567,3420000050,,,,
2018-05-02,000080,,21650,21700,21350,21500,21500,257021,5530808400,,,,
2018-05-03,000080,,21650,21750,21450,21450,21450,125309,2702373250,,,,
2018-05-04,000080,,21400,21600,21350,21550,21550,123592,2658816500,,,,
2018-05-08,000080,,21450,21550,21000,21050,21050,250520,5304900450,,,,
2018-05-09,000080,,21050,21200,20950,21100,21100,165195,3476184650,,,,
2018-05-10,000080,,21150,21250,20900,21000,21000,215315,4527567700,,,,
2018-05-11,000080,,21000,21550,21000,21400,21400,229912,4885566300,,,,
2018-05-14,000080,,21400,21800,21400,21400,21400,281871,6085880500,,,,
2018-05-15,000080,,21400,21700,21400,21550,21550,87731,1894110550,,,,
2018-05-16,000080,,21400,21500,20900,21100,21100,293173,6178724000,,,,
2018-05-17,000080,,21050,21150,20900,20950,20950,137711,2887122400,,,,
2018-05-18,000080,,20950,21050,20900,21000,21000,113569,2383798000,,,,
2018-05-21,000080,,21000,21100,20700,20750,20750,228911,4772617800,,,,
2018-05-23,000080,,20700,20750,20400,20500,20500,309299,6336333850,,,,
2018-05-24,000080,,20550,20650,20100,20150,20150,373514,7574706050,,,,
2018-05-25,000080,,20050,20350,20000,20100,20100,366152,7371827350,,,,
2018-05-28,000080,,20500,20500,20100,20150,20150,313566,6348397200,,,,
2018-05-29,000080,,20250,20350,20100,20350,20350,163649,3316663800,,,,
2018-05-30,000080,,20150,20250,20050,20100,20100,218965,4402363150,,,,
2018-05-31,000080,,20150,20350,20100,20150,20150,224948,4537922000,,,,
2018-06-01,000080,,20250,20350,20100,20200,20200,228130,4614857600,,,,
2018-06-04,000080,,20350,20550,20250,20400,20400,238801,4866044050,,,,
2018-06-05,000080,,20450,20500,20250,20350,20350,209867,4273891000,,,,
2018-06-07,000080,,20450,21100,20450,21000,21000,590409,12309418600,,,,
2018-06-08,000080,,21200,21250,20750,20750,20750,261643,5489420600,,,,
2018-06-11,000080,,20950,21000,20650,20850,20850,195732,4072062350,,,,
2018-06-12,000080,,20900,20950,20600,20700,20700,231378,4792087600,,,,
2018-06-14,000080,,20750,20950,20650,20650,20650,307343,6383185300,,,,
2018-06-15,000080,,20750,20850,20500,20600,20600,236415,4867845250,,,,
2018-06-18,000080,,20500,20600,20150,20250,20250,318977,6464846200,,,,
2018-06-19,000080,,20150,20250,19900,19900,19900,461899,9255548950,,,,
2018-06-20,000080,,19900,20150,19800,20100,20100,254623,5092597950,,,,
2018-06-21,000080,,19950,20000,19650,19700,19700,362035,7186487950,,,,
2018-06-22,000080,,19600,19600,19350,19500,19500,276914,5394660350,,,,
2018-06-25,000080,,19600,20050,19450,20050,20050,204909,4058031550,,,,
2018-06-26,000080,,19950,20000,19600,19800,19800,176120,3488871600,,,,
2018-06-27,000080,,19900,19900,19650,19750,19750,136203,2690898200,,,,
2018-06-28,000080,,20200,20950,20000,20400,20400,818489,16771937800,,,,
2018-06-29,000080,,20600,20600,19500,19650,19650,572172,11296812050,,,,
2018-07-02,000080,,19650,19650,18900,19000,19000,429733,8270338500,,,,
2018-07-03,000080,,19050,19100,17950,18050,18050,684359,12536259900,,,,
2018-07-04,000080,,17850,18200,17750,18050,18050,231402,4171010900,,,,
2018-07-05,000080,,18100,18100,17600,17700,17700,213769,3793317000,,,,
2018-07-06,000080,,17700,18050,17650,18050,18050,247806,4416118150,,,,
2018-07-09,000080,,17950,18150,17700,17900,17900,246060,4385095600,,,,
2018-07-10,000080,,17950,18450,17950,18250,18250,165796,3024036400,,,,
2018-07-11,000080,,18450,19400,18300,19250,19250,698006,13266206100,,,,
2018-07-12,000080,,19250,19250,18750,18850,18850,356849,6759975950,,,,
2018-07-13,000080,,18900,19050,18800,18950,18950,178898,3384081300,,,,
2018-07-16,000080,,18950,19000,18250,18450,18450,294687,5437108250,,,,
2018-07-17,000080,,18400,18750,18200,18500,18500,194415,3604093450,,,,
2018-07-18,000080,,18550,18650,18200,18400,18400,129527,2378886000,,,,
2018-07-19,000080,,18350,18500,18100,18100,18100,169458,3096116300,,,,
2018-07-20,000080,,18100,18300,18050,18150,18150,128659,2333020200,,,,
2018-07-23,000080,,18100,18250,17900,18250,18250,194016,3505523000,,,,
2018-07-24,000080,,18200,18300,18000,18300,18300,112979,2049946150,,,,
2018-07-25,000080,,18100,18400,17800,18000,18000,260551,4688518600,,,,
2018-07-26,000080,,18000,18100,17850,17850,17850,176731,3171347050,,,,
2018-07-27,000080,,17900,18100,17850,18050,18050,186826,3357248850,,,,
2018-07-30,000080,,17900,18200,17900,18150,18150,86239,1559370000,,,,
2018-07-31,000080,,18200,18250,18000,18200,18200,141768,2570585700,,,,
2018-08-01,000080,,18200,18300,18050,18050,18050,151871,2751833550,,,,
2018-08-02,000080,,18050,18200,17900,17900,17900,155110,2788131150,,,,
2018-08-03,000080,,17950,18100,17850,18100,18100,109346,1972161300,,,,
2018-08-06,000080,,18150,18200,17850,17900,17900,271083,4862808350,,,,
2018-08-07,000080,,17900,17950,17800,17950,17950,101624,1815985300,,,,
2018-08-08,000080,,17900,18000,17850,17850,17850,105541,1886660800,,,,
2018-08-09,000080,,17850,17850,17550,17550,17550,354546,6258356900,,,,
2018-08-10,000080,,17550,17900,17500,17900,17900,194179,3443335800,,,,
2018-08-13,000080,,17800,18000,17500,17600,17600,211919,3752765350,,,,
2018-08-14,000080,,17600,17750,17300,17500,17500,159633,2803408900,,,,
2018-08-16,000080,,17350,17350,16400,16450,16450,760633,12637565050,,,,
2018-08-17,000080,,16600,16700,16350,16500,16500,226082,3732791350,,,,
2018-08-20,000080,,16500,16550,16250,16450,16450,142806,2340909550,,,,
2018-08-21,000080,,16400,16650,16350,16600,16600,156360,2584517950,,,,
2018-08-22,000080,,16650,17000,16500,16750,16750,207060,3463543550,,,,
2018-08-23,000080,,16700,16850,16600,16600,16600,106979,1783872650,,,,
2018-08-24,000080,,16600,16800,16600,16700,16700,85344,1422667300,,,,
2018-08-27,000080,,16700,16700,16450,16550,16550,172376,2853697800,,,,
2018-08-28,000080,,16550,16800,16500,16750,16750,167872,2802079450,,,,
2018-08-29,000080,,16800,16900,16700,16800,16800,147321,2476994400,,,,
2018-08-30,000080,,16800,16950,16700,16900,16900,161052,2710661850,,,,
2018-08-31,000080,,16900,16950,16650,16800,16800,149551,2511344200,,,,
2018-09-03,000080,,16750,16950,16700,16900,16900,139361,2348065350,,,,
2018-09-04,000080,,16950,16950,16450,16500,16500,291291,4843967850,,,,
2018-09-05,000080,,16500,16850,16400,16650,16650,164046,2733134214,,,,
2018-09-06,000080,,16650,16750,16500,16650,16650,82463,1373891150,,,,
2018-09-07,000080,,16650,16800,16550,16700,16700,158693,2638922500,,,,
2018-09-10,000080,,16650,16750,16600,16600,16600,104875,1745225000,,,,
2018-09-11,000080,,16600,16700,16550,16600,16600,120967,2010378900,,,,
2018-09-12,000080,,16650,16900,16550,16600,16600,190719,3173312150,,,,
2018-09-13,000080,,16600,17100,16600,17100,17100,300921,5102494950,,,,
2018-09-14,000080,,17100,17250,16850,17000,17000,172860,2944139550,,,,
2018-09-17,000080,,17050,17050,16800,16850,16850,122579,2067465800,,,,
2018-09-18,000080,,16750,17000,16750,16900,16900,92663,1563999050,,,,
2018-09-19,000080,,16900,16950,16500,16550,16550,243227,4049037950,,,,
2018-09-20,000080,,16550,16750,16400,16600,16600,184652,3063120800,,,,
2018-09-21,000080,,16700,16800,16600,16600,16600,162224,2699853100,,,,
2018-09-27,000080,,16550,16850,16550,16700,16700,208686,3486085150,,,,
2018-09-28,000080,,16700,17000,16700,16850,16850,174960,2954622400,,,,
2018-10-01,000080,,16900,17100,16850,17100,17100,184178,3120409550,,,,
2018-10-02,000080,,17050,17100,16750,16800,16800,240026,4043027600,,,,
2018-10-04,000080,,16800,16850,16400,16450,16450,237037,3914118450,,,,
2018-10-05,000080,,16450,16700,16350,16600,16600,184710,3058458200,,,,
2018-10-08,000080,,16600,16700,16400,16400,16400,157717,2600842500,,,,
