date,ticker,name,open,high,low,close,adj_close,volume,trading_value,market_cap,sector,is_suspended,is_administrative
2014-01-02,000080,,22100,22350,21700,21750,21750,276618,6081471000,,,,
2014-01-03,000080,,21800,21950,21350,21450,21450,253501,5471168550,,,,
2014-01-06,000080,,21500,21900,21400,21700,21700,198058,4287953150,,,,
2014-01-07,000080,,21650,21900,21600,21700,21700,155153,3377397200,,,,
2014-01-08,000080,,21700,21850,21400,21550,21550,144074,3109640600,,,,
2014-01-09,000080,,21600,22250,21600,22150,22150,369867,8161739250,,,,
2014-01-10,000080,,22150,22600,21700,21950,21950,193367,4261434550,,,,
2014-01-13,000080,,21950,22050,21800,21950,21950,105611,2314377600,,,,
2014-01-14,000080,,21950,22000,21650,21700,21700,153390,3342651850,,,,
2014-01-15,000080,,21750,22300,21600,21950,21950,190210,4173181100,,,,
2014-01-16,000080,,22000,22150,21800,21800,21800,196130,4301932250,,,,
2014-01-17,000080,,21850,22150,21800,22100,22100,212188,4669219700,,,,
2014-01-20,000080,,22050,22050,21500,21550,21550,273212,5919733200,,,,
2014-01-21,000080,,21550,21550,20700,20900,20900,472138,9879676050,,,,
2014-01-22,000080,,20700,22300,20700,22300,22300,608013,13225829350,,,,
2014-01-23,000080,,22500,23050,21850,22050,22050,679360,15227645650,,,,
2014-01-24,000080,,22050,22300,21750,21750,21750,206767,4532940450,,,,
2014-01-27,000080,,21400,21500,21000,21250,21250,201274,4265434800,,,,
2014-01-28,000080,,21200,21400,20900,20900,20900,202437,4263500700,,,,
2014-01-29,000080,,21150,21700,21100,21400,21400,318905,6783623050,,,,
2014-02-03,000080,,21150,21300,20900,21150,21150,149575,3156928250,,,,
2014-02-04,000080,,20950,21000,20400,20450,20450,241958,5000508450,,,,
2014-02-05,000080,,20750,20800,20500,20550,20550,149005,3071048550,,,,
2014-02-06,000080,,20550,20800,20450,20500,20500,273639,5633271800,,,,
2014-02-07,000080,,20750,21550,20700,21300,21300,299169,6346954250,,,,
2014-02-10,000080,,21800,21950,21550,21700,21700,339303,7369529100,,,,
2014-02-11,000080,,21900,22300,21450,22200,22200,347335,7655565800,,,,
2014-02-12,000080,,22300,22300,21900,22000,22000,159924,3525461100,,,,
2014-02-13,000080,,22000,22200,21700,21800,21800,122099,2673439050,,,,
2014-02-14,000080,,21850,22400,21800,22200,22200,162660,3609784500,,,,
2014-02-17,000080,,22500,22500,22150,22350,22350,185117,4139082500,,,,
2014-02-18,000080,,22350,22700,22300,22450,22450,195672,4402948000,,,,
2014-02-19,000080,,22450,22600,22150,22250,22250,112761,2514383950,,,,
2014-02-20,000080,,22150,22300,21750,21950,21950,133745,2934151950,,,,
2014-02-21,000080,,22050,22250,21900,22100,22100,109418,2409073300,,,,
2014-02-24,000080,,22250,22250,21900,22150,22150,90564,1995959550,,,,
2014-02-25,000080,,22200,22300,21950,22150,22150,85027,1879612050,,,,
2014-02-26,000080,,22100,22850,22000,22750,22750,212045,4778974750,,,,
2014-02-27,000080,,22700,22900,22500,22900,22900,201902,4596779150,,,,
2014-02-28,000080,,22950,23600,22950,23500,23500,417430,9731676250,,,,
2014-03-03,000080,,23500,23750,23000,23700,23700,313488,7333438000,,,,
2014-03-04,000080,,23300,23700,23300,23650,23650,246036,5785350100,,,,
2014-03-05,000080,,23800,23850,23500,23600,23600,251644,5964592850,,,,
2014-03-06,000080,,23650,23750,23400,23500,23500,189694,4461819850,,,,
2014-03-07,000080,,23600,24100,23350,23600,23600,316607,7500708250,,,,
2014-03-10,000080,,23750,23850,23600,23600,23600,196703,4667442900,,,,
