date,ticker,name,open,high,low,close,adj_close,volume,trading_value,market_cap,sector,is_suspended,is_administrative
2020-01-02,000080,,29200,29400,28700,28900,28900,234407,6775634400,,,,
2020-01-03,000080,,29050,29050,28450,28550,28550,227376,6516686000,,,,
2020-01-06,000080,,28550,28900,28400,28650,28650,227073,6516124600,,,,
2020-01-07,000080,,28600,28900,28400,28450,28450,242789,6927987800,,,,
2020-01-08,000080,,28250,28300,27400,27700,27700,505321,14028398050,,,,
2020-01-09,000080,,27850,28100,27600,27850,27850,308371,8578607650,,,,
2020-01-10,000080,,27650,27900,27050,27200,27200,470966,12846077950,,,,
2020-01-13,000080,,27350,27600,27100,27400,27400,202990,5573478650,,,,
2020-01-14,000080,,27250,29100,27250,29050,29050,472229,13400341750,,,,
2020-01-15,000080,,29050,31800,28700,31650,31650,1580120,48996659850,,,,
2020-01-16,000080,,31750,32200,31400,31600,31600,508950,16183104750,,,,
2020-01-17,000080,,31650,33000,31650,32350,32350,523245,17045356400,,,,
2020-01-20,000080,,32300,33000,31850,32050,32050,339934,11010512300,,,,
2020-01-21,000080,,32100,32950,32100,32450,32450,222057,7232342050,,,,
2020-01-22,000080,,32200,32950,32050,32750,32750,339176,11070531950,,,,
2020-01-23,000080,,33000,33000,32400,32650,32650,191035,6245223100,,,,
2020-01-28,000080,,31950,32000,30800,31450,31450,651686,20534868050,,,,
2020-01-29,000080,,31600,32250,31250,31850,31850,290952,9279918050,,,,
2020-01-30,000080,,31900,32000,31450,31550,31550,226414,7182662350,,,,
2020-01-31,000080,,31350,31550,30000,30000,30000,580766,17810277800,,,,
2020-02-03,000080,,29100,30550,29000,30300,30300,440195,13147166500,,,,
2020-02-04,000080,,30250,31100,30250,30800,30800,279079,8582592200,,,,
2020-02-05,000080,,30800,31200,30500,30650,30650,234261,7223253550,,,,
2020-02-06,000080,,31150,31350,29000,29600,29600,702275,21081516200,,,,
2020-02-07,000080,,29700,31450,29700,30050,30050,674432,20411793350,,,,
2020-02-10,000080,,30200,30200,29500,29850,29850,219724,6542753700,,,,
2020-02-11,000080,,30050,30300,29100,29300,29300,409220,12004141800,,,,
2020-02-12,000080,,29550,29750,28950,29750,29750,392377,11535305300,,,,
2020-02-13,000080,,29850,29850,29300,29400,29400,380234,11226255950,,,,
2020-02-14,000080,,29200,29900,29200,29500,29500,220440,6533419800,,,,
2020-02-17,000080,,29700,30350,29400,29700,29700,261958,7807009400,,,,
2020-02-18,000080,,29550,29550,29050,29250,29250,223376,6523690300,,,,
2020-02-19,000080,,29300,31750,29250,31500,31500,1005051,30689539600,,,,
2020-02-20,000080,,31550,32750,31000,31250,31250,955674,30343679350,,,,
2020-02-21,000080,,30800,31200,29900,30000,30000,639772,19374510450,,,,
2020-02-24,000080,,29300,29500,27900,28300,28300,1048672,29696876950,,,,
2020-02-25,000080,,28000,28950,27000,28650,28650,492418,13973297800,,,,
2020-02-26,000080,,28050,28350,27550,27950,27950,532727,14841366950,,,,
2020-02-27,000080,,27800,28300,27300,27600,27600,393450,10883870900,,,,
2020-02-28,000080,,26800,27200,26400,26600,26600,630631,16888572800,,,,
2020-03-02,000080,,26550,27000,26150,26350,26350,607259,16080826800,,,,
2020-03-03,000080,,26850,28150,26800,26800,26800,622528,17085778700,,,,
2020-03-04,000080,,26950,28950,26750,28750,28750,905779,25515158050,,,,
2020-03-05,000080,,28750,29950,28500,29250,29250,796260,23370694100,,,,
2020-03-06,000080,,29250,29900,28400,29250,29250,604152,17684278450,,,,
2020-03-09,000080,,28950,29100,27500,28000,28000,677198,19054394100,,,,
2020-03-10,000080,,27500,28850,27400,28550,28550,613456,17220992150,,,,
2020-03-11,000080,,28850,28850,27200,27450,27450,580620,16086754900,,,,
2020-03-12,000080,,26550,27100,25550,26400,26400,709537,18646514850,,,,
2020-03-13,000080,,24500,26200,23200,24850,24850,1080618,26424244200,,,,
2020-03-16,000080,,25500,26100,24850,25300,25300,753805,19246201000,,,,
2020-03-17,000080,,24000,26400,24000,25300,25300,645186,16394852600,,,,
2020-03-18,000080,,25500,26550,24300,24600,24600,593689,15179092250,,,,
2020-03-19,000080,,25000,25300,21400,22000,22000,707613,16110035600,,,,
2020-03-20,000080,,21800,24200,21150,24200,24200,776466,17658074100,,,,
2020-03-23,000080,,22350,22850,21450,21700,21700,450741,9916055650,,,,
2020-03-24,000080,,22300,23050,21900,22700,22700,617814,13904970950,,,,
2020-03-25,000080,,23600,24750,22850,24400,24400,794298,19088765650,,,,
2020-03-26,000080,,24800,25950,24300,25450,25450,744386,18897349200,,,,
2020-03-27,000080,,26600,26700,24750,25500,25500,622261,15910791500,,,,
2020-03-30,000080,,25300,26600,24650,25850,25850,486069,12484025700,,,,
2020-03-31,000080,,26550,27300,26150,26850,26850,650506,17520545450,,,,
2020-04-01,000080,,26850,27550,26550,26950,26950,526773,14317910600,,,,
2020-04-02,000080,,26800,27350,26050,26950,26950,336491,8984928100,,,,
2020-04-03,000080,,26950,28250,26800,28050,28050,484075,13372624950,,,,
2020-04-06,000080,,28100,29800,28100,29500,29500,647069,18992348150,,,,
2020-04-07,000080,,29900,30250,28800,29200,29200,575230,16981915400,,,,
2020-04-08,000080,,29400,30050,28900,29450,29450,421981,12472743400,,,,
2020-04-09,000080,,29750,29800,29000,29550,29550,485278,14212572800,,,,
2020-04-10,000080,,29550,29550,28600,29050,29050,336925,9757493700,,,,
2020-04-13,000080,,29050,29450,28550,28800,28800,233580,6760402900,,,,
2020-04-14,000080,,29000,29700,28950,29000,29000,271277,7838012800,,,,
2020-04-16,000080,,28750,29450,28500,29200,29200,231729,6724658700,,,,
2020-04-17,000080,,29250,29650,29000,29050,29050,290703,8489712350,,,,
2020-04-20,000080,,28700,29400,28700,29100,29100,266514,7786118300,,,,
2020-04-21,000080,,29050,29050,28300,28750,28750,327164,9383424400,,,,
2020-04-22,000080,,28400,29600,28150,29500,29500,374168,10880902250,,,,
2020-04-23,000080,,29450,29700,29250,29600,29600,256848,7575365650,,,,
2020-04-24,000080,,29900,31200,29550,31150,31150,906931,27741553750,,,,
2020-04-27,000080,,31300,32050,30900,31800,31800,633962,20078580750,,,,
2020-04-28,000080,,31750,32450,31400,31800,31800,391156,12485401400,,,,
2020-04-29,000080,,31750,32900,31400,32450,32450,475846,15340337450,,,,
2020-05-04,000080,,32400,34150,31750,33000,33000,633360,21035493600,,,,
2020-05-06,000080,,33350,34950,32700,34450,34450,684259,23250371600,,,,
2020-05-07,000080,,35000,35750,34300,35200,35200,561467,19684239000,,,,
2020-05-08,000080,,35100,35800,33500,34200,34200,685543,23604241550,,,,
2020-05-11,000080,,33500,34750,33100,34550,34550,615499,20917511600,,,,
2020-05-12,000080,,34650,35200,34000,35000,35000,407805,14162760050,,,,
2020-05-13,000080,,34850,35250,34000,34500,34500,472627,16302191250,,,,
2020-05-14,000080,,34350,36200,34000,35900,35900,596496,21219737200,,,,
2020-05-15,000080,,36100,37300,35000,36000,36000,1172980,42589324850,,,,
2020-05-18,000080,,36800,37700,35450,36050,36050,1110644,40615295750,,,,
2020-05-19,000080,,36500,36550,35250,35400,35400,605488,21532664800,,,,
2020-05-20,000080,,36500,37050,35750,36200,36200,547478,19880159950,,,,
2020-05-21,000080,,36500,36500,35600,35850,35850,469389,16813223250,,,,
2020-05-22,000080,,35900,36350,35300,35800,35800,360044,12850855850,,,,
2020-05-25,000080,,36000,36500,35700,36400,36400,422582,15279295950,,,,
2020-05-26,000080,,36450,36500,35750,36100,36100,409419,14712060600,,,,
2020-05-27,000080,,35900,36450,35800,36400,36400,373464,13491359250,,,,
2020-05-28,000080,,36200,36300,35500,35800,35800,548493,19629320850,,,,
2020-05-29,000080,,35900,36750,35900,36000,36000,576566,20938294950,,,,
2020-06-01,000080,,36000,38750,36000,38750,38750,1407345,53210626800,,,,
2020-06-02,000080,,39000,39500,38500,38800,38800,641082,24915151800,,,,
2020-06-03,000080,,39100,39150,37700,38050,38050,779614,29856899000,,,,
2020-06-04,000080,,38050,38900,37850,38000,38000,631179,24122479200,,,,
2020-06-05,000080,,38000,38300,37500,37850,37850,387318,14633837000,,,,
2020-06-08,000080,,38050,38050,36700,37150,37150,685816,25446450100,,,,
2020-06-09,000080,,37150,37700,36800,37250,37250,475147,17671463350,,,,
2020-06-10,000080,,37250,39250,36950,39000,39000,1007368,38972620750,,,,
2020-06-11,000080,,39000,39200,38050,39150,39150,740017,28676904900,,,,
2020-06-12,000080,,37500,40800,37300,40200,40200,1447951,57480609000,,,,
2020-06-15,000080,,40950,43600,39900,41000,41000,2153460,90127801450,,,,
2020-06-16,000080,,42650,43950,41700,42500,42500,1186563,50620778850,,,,
2020-06-17,000080,,42250,43600,41900,42250,42250,839797,35760809350,,,,
2020-06-18,000080,,42100,43200,41750,42650,42650,533167,22672438100,,,,
2020-06-19,000080,,43150,43550,42500,43000,43000,561898,24171043500,,,,
2020-06-22,000080,,42900,44800,42600,44550,44550,571094,25015954450,,,,
2020-06-23,000080,,45000,46350,44250,45900,45900,759936,34580284350,,,,
2020-06-24,000080,,46000,47050,44950,45000,45000,773520,35276246100,,,,
2020-06-25,000080,,44600,45700,44050,44100,44100,541638,24195918800,,,,
2020-06-26,000080,,45100,45150,43800,44350,44350,447209,19768134050,,,,
2020-06-29,000080,,43950,44450,43250,43550,43550,497713,21799082800,,,,
2020-06-30,000080,,44300,44400,43100,43800,43800,458621,20042471000,,,,
2020-07-01,000080,,43900,44200,42200,42450,42450,616057,26351532200,,,,
2020-07-02,000080,,42000,43650,42000,43250,43250,352739,15188455750,,,,
2020-07-03,000080,,43350,44000,42700,43000,43000,295567,12793662200,,,,
2020-07-06,000080,,43700,43700,42850,43150,43150,279673,12089927700,,,,
2020-07-07,000080,,43600,45950,42850,45600,45600,712358,31560159850,,,,
2020-07-08,000080,,45400,45600,44050,44050,44050,536749,23927328500,,,,
2020-07-09,000080,,44050,44600,43200,43400,43400,654442,28530257900,,,,
2020-07-10,000080,,43700,45550,43300,45300,45300,843773,37791295100,,,,
2020-07-13,000080,,45400,45450,43900,44100,44100,583219,25775594200,,,,
2020-07-14,000080,,43950,44500,43100,43650,43650,461858,20122836400,,,,
2020-07-15,000080,,44150,44400,42800,43350,43350,503585,21862307750,,,,
2020-07-16,000080,,43250,43650,42050,42350,42350,585996,24882767050,,,,
2020-07-17,000080,,42450,42900,41500,42300,42300,569282,23896078600,,,,
2020-07-20,000080,,41150,41900,39750,41200,41200,1092949,44578556750,,,,
2020-07-21,000080,,41600,43000,41500,42400,42400,718745,30469481750,,,,
2020-07-22,000080,,42500,43250,42000,42900,42900,538119,22972666050,,,,
2020-07-23,000080,,42850,42900,42150,42300,42300,309510,13114535900,,,,
2020-07-24,000080,,41900,42200,41450,41600,41600,298905,12478485500,,,,
2020-07-27,000080,,41800,43150,41700,42950,42950,459433,19625019450,,,,
2020-07-28,000080,,42950,43250,42000,42200,42200,364298,15417589850,,,,
2020-07-29,000080,,41950,42550,41750,42550,42550,227629,9631881500,,,,
2020-07-30,000080,,42550,42550,41050,41550,41550,539444,22449270300,,,,
2020-07-31,000080,,41300,41950,40700,41550,41550,558864,23021252700,,,,
2020-08-03,000080,,41900,43750,41400,43500,43500,769702,33092760750,,,,
2020-08-04,000080,,43500,43700,42750,43650,43650,422821,18352723450,,,,
2020-08-05,000080,,43950,46750,43900,46500,46500,1444373,66057599050,,,,
2020-08-06,000080,,46000,46050,44400,44600,44600,806005,36238541350,,,,
2020-08-07,000080,,44650,44750,43500,44300,44300,553619,24397214450,,,,
2020-08-10,000080,,44050,44900,43550,44300,44300,488329,21568856600,,,,
2020-08-11,000080,,44300,45150,43850,44800,44800,471469,21029663900,,,,
2020-08-12,000080,,44950,45950,44100,44950,44950,675316,30347675250,,,,
2020-08-13,000080,,45050,45750,43900,44100,44100,803274,35784453100,,,,
2020-08-14,000080,,44600,45200,40500,41350,41350,1758970,74826794650,,,,
2020-08-18,000080,,41700,41750,38500,39300,39300,1327397,53027980100,,,,
2020-08-19,000080,,39350,40250,38600,38900,38900,730813,28567273950,,,,
2020-08-20,000080,,38600,40300,38250,38850,38850,881337,34596319950,,,,
2020-08-21,000080,,39150,39400,37700,38900,38900,642292,24688002600,,,,
2020-08-24,000080,,38800,39050,37400,38900,38900,544482,20973472750,,,,
2020-08-25,000080,,39150,39150,38450,39000,39000,458368,17745995650,,,,
2020-08-26,000080,,39250,39250,37750,37900,37900,651013,24795122150,,,,
2020-08-27,000080,,37800,37800,36100,37000,37000,1255011,46187993000,,,,
2020-08-28,000080,,37000,37450,36300,36650,36650,630117,23209045550,,,,
2020-08-31,000080,,36600,37700,36450,36900,36900,717509,26673555950,,,,
2020-09-01,000080,,36850,38200,36400,38100,38100,623741,23306374250,,,,
2020-09-02,000080,,38600,38650,37300,38200,38200,551775,20843416000,,,,
2020-09-03,000080,,38050,38500,37800,38100,38100,434673,16624951400,,,,
2020-09-04,000080,,37050,37700,37000,37300,37300,457976,17047002250,,,,
2020-09-07,000080,,36750,37400,36550,36700,36700,431579,15928960350,,,,
2020-09-08,000080,,36650,39300,36650,38050,38050,1273006,48994906750,,,,
2020-09-09,000080,,37700,37750,37000,37050,37050,412048,15343225200,,,,
2020-09-10,000080,,37350,37900,37100,37600,37600,386453,14516969600,,,,
2020-09-11,000080,,37550,37700,37000,37350,37350,217832,8111576850,,,,
2020-09-14,000080,,37700,37750,37100,37300,37300,227172,8482575050,,,,
2020-09-15,000080,,37400,38700,37350,38500,38500,579275,22140247550,,,,
2020-09-16,000080,,38500,38500,37800,37950,37950,269765,10267452500,,,,
2020-09-17,000080,,37950,38150,37100,37150,37150,290974,10901517350,,,,
2020-09-18,000080,,37200,37450,36750,36850,36850,367946,13576837350,,,,
2020-09-21,000080,,37150,37250,35650,36050,36050,401320,14600846100,,,,
2020-09-22,000080,,36000,36100,34650,34900,34900,421130,14908597300,,,,
2020-09-23,000080,,34850,35550,33400,34900,34900,519029,17894443050,,,,
2020-09-24,000080,,34100,34500,33550,33800,33800,559094,19020978500,,,,
2020-09-25,000080,,34400,34900,33300,33350,33350,374563,12607375200,,,,
2020-09-28,000080,,33450,36100,33450,35950,35950,493071,17551153600,,,,
2020-09-29,000080,,36600,36600,35750,36250,36250,283391,10250056150,,,,
2020-10-05,000080,,36550,36550,35100,35950,35950,346557,12378653250,,,,
2020-10-06,000080,,36550,38800,36300,38300,38300,1047653,39877919200,,,,
2020-10-07,000080,,37850,38300,37500,37550,37550,333540,12583782150,,,,
2020-10-08,000080,,38000,38100,37650,37700,37700,381025,14420556550,,,,
2020-10-12,000080,,38600,39200,37750,37900,37900,618638,23876501200,,,,
2020-10-13,000080,,37950,38800,37950,38700,38700,419453,16152226350,,,,
2020-10-14,000080,,38650,38800,37750,38500,38500,383338,14618662100,,,,
2020-10-15,000080,,38000,39000,37600,38800,38800,311058,11911679200,,,,
2020-10-16,000080,,38900,38900,37600,37950,37950,303535,11541869900,,,,
2020-10-19,000080,,38200,38250,37450,37500,37500,254927,9633569308,,,,
2020-10-20,000080,,37350,37450,36400,37200,37200,268122,9899752750,,,,
2020-10-21,000080,,37000,37450,36850,37350,37350,168317,6246571450,,,,
2020-10-22,000080,,37150,37200,36100,36250,36250,267386,9731774850,,,,
2020-10-23,000080,,36350,36350,34800,35100,35100,501806,17664459950,,,,
2020-10-26,000080,,34850,35300,33900,33950,33950,388176,13288903050,,,,
2020-10-27,000080,,33850,34400,32800,33750,33750,421978,14184366900,,,,
2020-10-28,000080,,33600,34500,33550,34500,34500,183661,6266586650,,,,
2020-10-29,000080,,33800,34000,33450,33850,33850,290663,9787628850,,,,
2020-10-30,000080,,33500,34050,33500,33500,33500,220441,7431257100,,,,
2020-11-02,000080,,33400,34050,33350,33650,33650,143403,4818475750,,,,
2020-11-03,000080,,33700,34350,33700,33700,33700,209862,7139372350,,,,
2020-11-04,000080,,34150,34850,34000,34800,34800,301572,10397396100,,,,
2020-11-05,000080,,34700,35250,34700,35150,35150,192602,6742356550,,,,
2020-11-06,000080,,35150,35350,34550,34600,34600,147294,5127571950,,,,
2020-11-09,000080,,34700,35300,34650,34650,34650,169029,5890895200,,,,
2020-11-10,000080,,35100,35250,34650,34700,34700,283239,9863373700,,,,
2020-11-11,000080,,34700,35100,34600,34650,34650,232801,8094930400,,,,
2020-11-12,000080,,34700,34950,34300,34750,34750,222682,7703555700,,,,
2020-11-13,000080,,34600,34750,33100,33500,33500,825179,27817017300,,,,
2020-11-16,000080,,34000,34900,33800,34200,34200,591424,20313551750,,,,
2020-11-17,000080,,34250,34450,33350,33600,33600,472010,15933289750,,,,
2020-11-18,000080,,33600,34350,33600,33750,33750,311541,10584841050,,,,
2020-11-19,000080,,33800,34000,33500,33500,33500,298709,10043703650,,,,
2020-11-20,000080,,33400,33950,33400,33700,33700,353239,11869508650,,,,
2020-11-23,000080,,33500,33700,33400,33500,33500,449638,15056839850,,,,
2020-11-24,000080,,33500,33650,32450,32950,32950,698698,23041514750,,,,
2020-11-25,000080,,33150,33650,32500,32650,32650,642252,21143530450,,,,
2020-11-26,000080,,32400,33000,32400,32600,32600,292430,9544385550,,,,
2020-11-27,000080,,32550,32550,32300,32450,32450,312295,10116544150,,,,
2020-11-30,000080,,32500,32650,31950,31950,31950,499238,16023803000,,,,
2020-12-01,000080,,32100,32450,31600,31850,31850,471937,15060227600,,,,
2020-12-02,000080,,31900,31900,31150,31300,31300,713261,22359385900,,,,
2020-12-03,000080,,31300,32500,31100,32400,32400,691392,22173975100,,,,
2020-12-04,000080,,32500,32550,31550,31800,31800,537664,17084433700,,,,
2020-12-07,000080,,31800,31800,31250,31500,31500,462436,14525865450,,,,
2020-12-08,000080,,31550,31850,31250,31300,31300,383256,12047535250,,,,
2020-12-09,000080,,31300,31600,30900,31350,31350,510127,15923510250,,,,
