ticker,name
009450,(주)경동나비엔
009440,케이씨그린홀딩스(주)
009420,한올바이오파마(주)
003230,삼양식품(주)
009410,(주)태영건설
009320,아진전자부품(주)
009310,참엔지니어링(주)
003240,태광산업(주)
009290,광동제약(주)
009270,(주)신원
009240,(주)한샘
003280,흥아해운(주)
009200,무림페이퍼(주)
009190,(주)대양금속
003490,(주)대한항공
023590,(주)다우기술
008060,(주)대덕
003520,영진약품(주)
007110,(주)일신석재
007070,(주)지에스리테일
006980,(주)우성
006890,태경케미컬(주)
006880,신송홀딩스(주)
006840,에이케이홀딩스(주)
003620,케이지모빌리티(주)
006800,미래에셋증권(주)
003580,에이치엘비글로벌(주)
006740,블루산업개발(주)
003650,미창석유공업(주)
006650,대한유화(주)
006570,대림통상(주)
006490,(주)인스코비
006400,삼성SDI(주)
003670,(주)포스코퓨처엠
006390,한일현대시멘트(주)
006380,(주)카프로
006660,삼성공조(주)
007120,(주)미래아이앤지
007160,사조산업(주)
003570,에스앤티다이내믹스(주)
007980,티피(주)
007860,(주)서연
007810,(주)코리아써키트
003530,한화투자증권(주)
007700,(주)에프앤에프홀딩스
007690,국도화학(주)
007660,(주)이수페타시스
003540,대신증권(주)
007610,선도전기(주)
007590,(주)동방아그로
003550,(주)엘지
007570,일양약품(주)
007540,샘표(주)
007460,(주)에이프로젠
003560,(주)아이에이치큐
007340,(주)디엔오토모티브
007310,(주)오뚜기
007280,(주)한국특강
007210,(주)벽산
008040,사조동아원(주)
002170,삼양통상(주)
023530,롯데쇼핑(주)
023810,(주)인팩
000810,삼성화재해상보험(주)
096760,제이더블유홀딩스(주)
095720,(주)웅진씽크빅
095570,에이제이네트웍스(주)
094280,효성아이티엑스(주)
000850,화천기공(주)
093370,(주)후성
093230,(주)이아이디
096770,에스케이이노베이션(주)
000860,강남제비스코(주)
092790,넥스틸(주)
092780,디와이피(주)
000880,(주)한화
092230,케이피엑스홀딩스(주)
092220,(주)케이이씨
092200,(주)디아이씨
000890,보해양조(주)
091810,(주)티웨이항공
093050,(주)엘에프
091090,세원이앤씨(주)
097230,(주)에이치제이중공업
000760,이화산업(주)
104700,한국철강(주)
000660,에스케이하이닉스(주)
103590,일진전기(주)
000670,(주)영풍
103140,(주)풍산
102460,이연제약(주)
000680,(주)엘에스네트웍스
102280,(주)쌍방울
097520,(주)엠씨넥스
102260,(주)동성케미컬
000700,(주)유수홀딩스
101140,(주)인바이오젠
100840,에스앤티에너지(주)
100250,(주)진양홀딩스
000720,현대건설(주)
100220,(주)비상교육
100090,에스케이오션플랜트(주)
097950,씨제이제일제당(주)
101530,해태제과식품(주)
090460,(주)비에이치
000910,(주)유니온
090430,(주)아모레퍼시픽
001060,제이더블유중외제약(주)
082740,한화엔진(주)
082640,동양생명보험(주)
081660,(주)미스토홀딩스
001070,대한방직(주)
081000,일진다이아몬드(주)
079980,(주)휴비스
079900,전진건설로봇(주)
083420,그린케미칼(주)
079550,엘아이지넥스원(주)
001120,(주)엘엑스인터내셔널
079160,씨제이씨지브이(주)
078930,(주)지에스
078520,(주)에이블씨엔씨
001130,대한제분(주)
078000,텔코웨어(주)
077970,STX엔진(주)
023800,인지컨트롤스(주)
079430,(주)현대리바트
084010,대한제강(주)
084670,(주)동양고속
001040,씨제이(주)
090370,(주)메타랩스
090350,(주)노루페인트
000950,전방(주)
090080,평화산업(주)
089860,롯데렌탈(주)
089590,(주)제주항공
089470,에이치디씨현대이피(주)
000970,한국주철관공업(주)
088790,(주)진도
088350,한화생명보험(주)
086790,(주)하나금융지주
000990,(주)디비하이텍
086280,현대글로비스(주)
085620,미래에셋생명보험(주)
085310,(주)엔케이
001020,페이퍼코리아(주)
084870,(주)티비에이치글로벌
084690,대상홀딩스(주)
084680,(주)이월드
105560,(주)KB금융지주
105630,한세실업(주)
105840,(주)우진
000650,(주)천일고속
178920,피아이첨단소재(주)
000230,일동홀딩스(주)
175330,(주)JB금융지주
170900,동아에스티(주)
163560,동일고무벨트(주)
000240,한국앤컴퍼니(주)
161890,한국콜마(주)
161390,한국타이어앤테크놀로지(주)
180640,(주)한진칼
161000,애경케미칼(주)
155660,디에스알(주)
145990,(주)삼양사
000300,(주)디에이치오토넥스
145720,(주)덴티움
145210,(주)다이나믹디자인
143210,핸즈코퍼레이션(주)
000320,(주)노루홀딩스
139990,아주스틸(주)
000270,기아(주)
181710,엔에이치엔(주)
183190,아세아시멘트(주)
000220,(주)유유제약
000140,하이트진로홀딩스(주)
214330,(주)금호에이치티
214320,(주)이노션
213500,한솔제지(주)
210980,에스케이디앤디(주)
000150,(주)두산
210540,디와이파워(주)
207940,삼성바이오로직스(주)
204320,에이치엘만도(주)
200880,(주)서연이화
000180,성창기업지주(주)
195870,해성디에스(주)
194370,(주)제이에스코퍼레이션
192820,코스맥스(주)
192650,(주)드림텍
000210,디엘(주)
192400,쿠쿠홀딩스(주)
192080,(주)더블유게임즈
185750,(주)종근당
139480,(주)이마트
001140,(주)국보
139130,(주)아이엠금융지주
138930,(주)BNK금융지주
000500,가온전선(주)
120030,조선선재(주)
119650,케이씨코트렐(주)
118000,(주)메타케어
000520,삼일제약(주)
117580,대성에너지(주)
000540,흥국화재해상보험(주)
114090,그랜드코리아레저(주)
120110,코오롱인더스트리(주)
112610,씨에스윈드(주)
111380,(주)동인기연
000590,CS홀딩스(주)
111110,호전실업(주)
109070,(주)주성코퍼레이션
000640,동아쏘시오홀딩스(주)
108670,(주)엘엑스하우시스
108320,(주)엘엑스세미콘
107590,미원홀딩스(주)
111770,(주)영원무역
122900,(주)아이마켓코리아
123690,한국화장품(주)
123700,(주)에스제이엠
