strategy,benchmark,days,total_return,cagr,annualized_volatility,sharpe,max_drawdown,win_rate,benchmark_total_return,active_total_return,tracking_error,information_ratio,average_turnover,rebalance_count,benchmark_type,benchmark_path
price_momentum_low_volatility,kodex200_etf_069500,587,1.0348613993529634,0.356608322522788,0.2528445915143086,1.4103854086299783,-0.1931725140451863,0.565587734241908,0.8440973173776651,0.1034457781472009,0.1684778520610497,0.3104382543708947,0.2919540229885057,29,external_benchmark,data/raw/benchmark/kodex200_prices.csv
integrated_value_quality_momentum_low_volatility,kodex200_etf_069500,711,1.0910543900636474,0.298814729902259,0.2148824485755789,1.3905962626685129,-0.1762353830017001,0.5555555555555556,1.0179934024191084,0.0362047703213279,0.1461598989125542,0.1085700920211972,0.2542857142857142,35,external_benchmark,data/raw/benchmark/kodex200_prices.csv
regime_aware_defensive_multifactor,kodex200_etf_069500,711,0.959364184191858,0.2692129333233575,0.1933618712697977,1.392275175842319,-0.1761498834318512,0.5386779184247539,1.0179934024191084,-0.0290532259208416,0.1401182228518946,-0.0828330672639135,0.2952380952380952,35,external_benchmark,data/raw/benchmark/kodex200_prices.csv
