model_name,research_split,rows,months,rmse,mae,prediction_mean,actual_mean,direction_hit_rate,mean_rank_ic,median_rank_ic,positive_rank_ic_rate,residual_std
composite_baseline,test,4567,23,0.14615587287803328,0.09830880750727501,-2.8034041295661948e-05,-1.482890398557796e-18,0.5077731552441428,0.04857196216593679,0.03504644434292675,0.6086956521739131,0.14615587018943973
composite_baseline,train,28155,181,0.10338105134668268,0.07344929950346737,5.28395969809167e-19,4.810769277367043e-19,0.5030367607884922,0.021707158032666492,0.02366749002358019,0.574585635359116,0.10338105134668268
composite_baseline,validation,4422,23,0.11876719257932407,0.07997834263045125,0.00010290834142024778,-2.259612668843602e-19,0.4832654907281773,0.011016467921402767,-0.009548303568694863,0.4782608695652174,0.11876714799576318
ridge_linear,test,4567,23,0.14596197927473037,0.0979342387646286,-0.001937129569732199,-1.482890398557796e-18,0.5474052988832931,0.039227490519155604,0.053417867145529666,0.6956521739130435,0.1459491244332315
ridge_linear,train,28155,181,0.10331399298253655,0.07344657797925173,-2.5236822438646783e-18,4.810769277367043e-19,0.5150772509323388,0.030482071141798375,0.023111006136633035,0.6077348066298343,0.10331399298253655
ridge_linear,validation,4422,23,0.11869588110575136,0.07994522962058881,0.00014562356077855735,-2.259612668843602e-19,0.5137946630483944,0.007042594564597839,-0.03294717643164531,0.391304347826087,0.11869579177565312
