source_column,canonical_name,position,statement_block,unit,include_in_standard_schema
[공통]1주당매출액(IFRS)(원),sales_per_share,452,market_or_ratio,krw,True
[공통]1주당순이익(IFRS)(원),,453,market_or_ratio,krw,False
[공통]1주당 CASH FLOW(IFRS)(원),,454,market_or_ratio,krw,False
[공통]1주당순자산(IFRS)(원),,455,market_or_ratio,krw,False
[공통]1주당정상영업이익(IFRS)(원),,456,market_or_ratio,krw,False
[공통]자기자본구성비율(IFRS),,457,market_or_ratio,ratio_or_percent,False
[공통]타인자본구성비율(IFRS),,458,market_or_ratio,ratio_or_percent,False
[공통]부채비율(IFRS),debt_ratio_percent,459,market_or_ratio,ratio_or_percent,True
[공통]차입금의존도(IFRS),,460,market_or_ratio,,False
[공통]차입금비율(IFRS),,461,market_or_ratio,ratio_or_percent,False
[공통]유보액대비율(IFRS),,462,market_or_ratio,ratio_or_percent,False
[공통]CASH FLOW 대 총자본비율(IFRS),,463,market_or_ratio,ratio_or_percent,False
[공통]총자본회전률(IFRS),,464,market_or_ratio,,False
[공통]자기자본회전률(IFRS),,465,market_or_ratio,,False
[공통]자본금회전률(IFRS),,466,market_or_ratio,,False
[공통]타인자본회전률(IFRS),,467,market_or_ratio,,False
[공통]부가가치(IFRS)(백만원),,468,market_or_ratio,,False
[공통]종업원1인당 부가가치(IFRS)(백만원),,469,market_or_ratio,,False
[공통]종업원1인당 매출액(IFRS)(백만원),,470,market_or_ratio,,False
[공통]종업원1인당 정상영업이익(IFRS)(백만원),,471,market_or_ratio,,False
[공통]종업원1인당 순이익(IFRS)(백만원),,472,market_or_ratio,,False
[공통]종업원1인당 인건비(IFRS)(백만원),,473,market_or_ratio,,False
[공통]자본집약도(IFRS),,474,market_or_ratio,,False
[공통]총자본투자효율(IFRS),,475,market_or_ratio,ratio_or_percent,False
[공통]부가가치율(IFRS),,476,market_or_ratio,ratio_or_percent,False
[공통]노동소득분배율(IFRS),,477,market_or_ratio,ratio_or_percent,False
[공통]자본분배율(IFRS),,478,market_or_ratio,ratio_or_percent,False
[공통]PER(최고)(IFRS),per_high,479,market_or_ratio,ratio_or_percent,True
[공통]PER(최저)(IFRS),per_low,480,market_or_ratio,ratio_or_percent,True
[공통]PBR(최고)(IFRS),pbr_high,481,market_or_ratio,ratio_or_percent,True
[공통]PBR(최저)(IFRS),pbr_low,482,market_or_ratio,ratio_or_percent,True
[공통]PCR(최고)(IFRS),pcr_high,483,market_or_ratio,ratio_or_percent,True
[공통]PCR(최저)(IFRS),pcr_low,484,market_or_ratio,ratio_or_percent,True
[공통]PSR(최고)(IFRS),psr_high,485,market_or_ratio,ratio_or_percent,True
[공통]PSR(최저)(IFRS),psr_low,486,market_or_ratio,ratio_or_percent,True
[공통]거래소코드,,487,market_or_ratio,,False
[공통]거래년도(*),,488,market_or_ratio,,False
[공통]거래월(*),,489,market_or_ratio,,False
[공통]거래일수,,490,market_or_ratio,,False
[공통]최고가(원),,491,market_or_ratio,krw,False
[공통]최저가(원),,492,market_or_ratio,krw,False
[공통]산술평균(원),,493,market_or_ratio,krw,False
[공통]종가(원),close,494,market_or_ratio,krw,True
[공통]거래량(주),volume,495,market_or_ratio,shares,True
[공통]거래대금(백원),trading_value_100krw,496,market_or_ratio,hundred_krw,True
