strategy,total_return,cagr,annualized_volatility,sharpe,max_drawdown,benchmark_total_return,active_total_return,tracking_error,information_ratio,average_turnover,rebalance_count
integrated_old,1.0910543900636474,0.298814729902259,0.2148824485755789,1.3905962626685129,-0.1762353830017001,1.0179934024191084,0.0362047703213279,0.1461598989125542,0.1085700920211972,0.2542857142857142,35
regime_old,0.959364184191858,0.2692129333233575,0.1933618712697977,1.392275175842319,-0.1761498834318512,1.0179934024191084,-0.0290532259208416,0.1401182228518946,-0.0828330672639135,0.2952380952380952,35
integrated_long,1.092810273617765,0.2992011777132239,0.2072986842234721,1.4433337038969292,-0.1520905011381839,1.0179934024191084,0.0370748839460863,0.1407937204414132,0.1033007588040466,0.2219047619047619,35
