days,total_return,cagr,annualized_volatility,sharpe,max_drawdown,win_rate,benchmark_total_return,active_total_return,tracking_error,information_ratio,average_turnover,rebalance_count,benchmark_type,benchmark_path
4661,37.1216957160248,0.21755084138058556,0.24985002022260122,0.8707257305273017,-0.5285700163472463,0.5477365372237717,6.9401504405704895,3.801130155071194,0.10435002424727147,0.9125052177486669,0.25447870778267256,227,universe_equal_weight,
