ticker,signal_date,return_6m,return_12m_ex_1m,momentum_score,volatility_1y,max_drawdown_1y,low_volatility_score,name,available_date,fiscal_period,value_score,quality_score,composite_score,composite_weight_coverage,factor_scope
033780,2023-05-31,,,,,,,(주)케이티앤지,2023-03-31,2022-12,-0.025301786090188,0.4518680897933514,0.23497269166446982,0.55,integrated_value_quality_momentum_low_volatility
010060,2023-05-31,,,,,,,오씨아이홀딩스(주),2023-03-31,2022-12,0.2991939257169568,0.1700343866602668,0.22874326804967132,0.55,integrated_value_quality_momentum_low_volatility
000240,2023-05-31,,,,,,,한국앤컴퍼니(주),2023-03-31,2022-12,0.3255259318107646,0.1396951850278277,0.22416370629279903,0.55,integrated_value_quality_momentum_low_volatility
003550,2023-05-31,,,,,,,(주)엘지,2023-03-31,2022-12,0.0374466414330186,0.3769917571438952,0.22265306818440583,0.55,integrated_value_quality_momentum_low_volatility
005930,2023-05-31,,,,,,,삼성전자(주),2023-03-31,2022-12,-0.1417272836971029,0.5216667403074212,0.22012400212354657,0.55,integrated_value_quality_momentum_low_volatility
017800,2023-05-31,,,,,,,현대엘리베이터(주),2023-03-31,2022-12,0.2690619008949999,0.1726399021143702,0.21646808337829276,0.55,integrated_value_quality_momentum_low_volatility
005490,2023-05-31,,,,,,,포스코홀딩스(주),2023-03-31,2022-12,0.4257001700300605,0.0382625044622203,0.214370534265784,0.55,integrated_value_quality_momentum_low_volatility
051600,2023-05-31,,,,,,,한전케이피에스(주),2023-03-31,2022-12,0.0889491522699995,0.3101709824487313,0.20961560509476226,0.55,integrated_value_quality_momentum_low_volatility
021240,2023-05-31,,,,,,,코웨이(주),2023-03-31,2022-12,-0.2264184224868028,0.5647960865770026,0.2051531279116365,0.55,integrated_value_quality_momentum_low_volatility
010130,2023-05-31,,,,,,,고려아연(주),2023-03-31,2022-12,0.0275505352864293,0.3455748502063855,0.20101834342458721,0.55,integrated_value_quality_momentum_low_volatility
012750,2023-05-31,,,,,,,(주)에스원,2023-03-31,2022-12,-0.0425726499582458,0.400553856283294,0.19913271708259406,0.55,integrated_value_quality_momentum_low_volatility
002030,2023-05-31,,,,,,,아세아(주),2023-03-31,2022-12,0.2123321976015148,0.1772018991961483,0.19317021665313305,0.55,integrated_value_quality_momentum_low_volatility
001680,2023-05-31,,,,,,,대상(주),2023-03-31,2022-12,0.4148805250107109,0.0073369246952425,0.19258401574772813,0.55,integrated_value_quality_momentum_low_volatility
267270,2023-05-31,,,,,,,에이치디현대건설기계(주),2023-03-31,2022-12,0.2559415342858488,0.1340103930666846,0.1894336390753956,0.55,integrated_value_quality_momentum_low_volatility
259960,2023-05-31,,,,,,,(주)크래프톤,2023-03-31,2022-12,-0.0980226555383099,0.4259039936285416,0.18775551673451815,0.55,integrated_value_quality_momentum_low_volatility
185750,2023-05-31,,,,,,,(주)종근당,2023-03-31,2022-12,-0.0257720020850779,0.3618885361067817,0.18567920056502732,0.55,integrated_value_quality_momentum_low_volatility
028260,2023-05-31,,,,,,,삼성물산(주),2023-03-31,2022-12,0.238766981698797,0.1231219429658481,0.17568786966264302,0.55,integrated_value_quality_momentum_low_volatility
009150,2023-05-31,,,,,,,삼성전기(주),2023-03-31,2022-12,-0.1197859925663772,0.4204183617822332,0.17487092798741025,0.55,integrated_value_quality_momentum_low_volatility
000720,2023-05-31,,,,,,,현대건설(주),2023-03-31,2022-12,0.3926880459570832,-0.0292525687450159,0.16253861975593822,0.55,integrated_value_quality_momentum_low_volatility
267250,2023-05-31,,,,,,,에이치디현대(주),2023-03-31,2022-12,0.2093986543732933,0.1211594872729392,0.16126819959128194,0.55,integrated_value_quality_momentum_low_volatility
018260,2023-05-31,,,,,,,삼성에스디에스(주),2023-03-31,2022-12,-0.0867234123729351,0.3497987677846377,0.15137959498574094,0.55,integrated_value_quality_momentum_low_volatility
012450,2023-05-31,,,,,,,한화에어로스페이스(주),2023-03-31,2022-12,0.0507530433331422,0.2350009230055593,0.1512518867908242,0.55,integrated_value_quality_momentum_low_volatility
002790,2023-05-31,,,,,,,(주)아모레퍼시픽홀딩스,2023-03-31,2022-12,-0.091766676689517,0.3494032377104622,0.14887145843774438,0.55,integrated_value_quality_momentum_low_volatility
272210,2023-05-31,,,,,,,한화시스템(주),2023-03-31,2022-12,-0.3501181279548164,0.5586809445470208,0.1455904570461857,0.55,integrated_value_quality_momentum_low_volatility
000880,2023-05-31,,,,,,,(주)한화,2023-03-31,2022-12,0.3621961646583662,-0.0379786274722295,0.14391900531440488,0.55,integrated_value_quality_momentum_low_volatility
011170,2023-05-31,,,,,,,롯데케미칼(주),2023-03-31,2022-12,0.4138056847121455,-0.0902815994778699,0.13884898424486436,0.55,integrated_value_quality_momentum_low_volatility
034230,2023-05-31,,,,,,,(주)파라다이스,2023-03-31,2022-12,0.3029898389559746,-0.0028046920837643,0.1361928220252079,0.55,integrated_value_quality_momentum_low_volatility
006040,2023-05-31,,,,,,,동원산업(주),2023-03-31,2022-12,0.0537872097487395,0.1931645744391904,0.1298112268526218,0.55,integrated_value_quality_momentum_low_volatility
003030,2023-05-31,,,,,,,(주)세아제강지주,2023-03-31,2022-12,0.0973018418596133,0.1527130717641693,0.12752614908028018,0.55,integrated_value_quality_momentum_low_volatility
004370,2023-05-31,,,,,,,(주)농심,2023-03-31,2022-12,0.0367428894892154,0.1939486071592817,0.122491462763797,0.55,integrated_value_quality_momentum_low_volatility
007340,2023-05-31,,,,,,,(주)디엔오토모티브,2023-03-31,2022-12,0.1864109886159188,0.0656405299979225,0.12053619300610263,0.55,integrated_value_quality_momentum_low_volatility
071970,2023-05-31,,,,,,,에이치디현대마린엔진(주),2023-03-31,2022-12,0.1909137135504831,0.060351788027247,0.11969811781053612,0.55,integrated_value_quality_momentum_low_volatility
005300,2023-05-31,,,,,,,롯데칠성음료(주),2023-03-31,2022-12,0.0753903738702118,0.153575066297028,0.11803656973938424,0.55,integrated_value_quality_momentum_low_volatility
001040,2023-05-31,,,,,,,씨제이(주),2023-03-31,2022-12,0.0255466016913515,0.1932584879265325,0.11702581236508658,0.55,integrated_value_quality_momentum_low_volatility
047040,2023-05-31,,,,,,,(주)대우건설,2023-03-31,2022-12,0.4549849514420637,-0.1657866924233371,0.11638223660639051,0.55,integrated_value_quality_momentum_low_volatility
120110,2023-05-31,,,,,,,코오롱인더스트리(주),2023-03-31,2022-12,0.3243262790472224,-0.0638941992705282,0.11256965451026751,0.55,integrated_value_quality_momentum_low_volatility
029780,2023-05-31,,,,,,,삼성카드(주),2023-03-31,2022-12,0.5291704948520898,-0.2416339207982693,0.10873172267916664,0.55,integrated_value_quality_momentum_low_volatility
096770,2023-05-31,,,,,,,에스케이이노베이션(주),2023-03-31,2022-12,0.0502128059179604,0.1470413488921434,0.1030283748129693,0.55,integrated_value_quality_momentum_low_volatility
051910,2023-05-31,,,,,,,(주)엘지화학,2023-03-31,2022-12,-0.3341034780107573,0.4289391690147901,0.0821016021849958,0.55,integrated_value_quality_momentum_low_volatility
034730,2023-05-31,,,,,,,에스케이(주),2023-03-31,2022-12,0.1198699111018397,0.0482226383967559,0.08078958053543035,0.55,integrated_value_quality_momentum_low_volatility
003230,2023-05-31,,,,,,,삼양식품(주),2023-03-31,2022-12,-0.3286501111419114,0.4215548899421953,0.08055261672214681,0.55,integrated_value_quality_momentum_low_volatility
241560,2023-05-31,,,,,,,두산밥캣(주),2023-03-31,2022-12,-0.041531832991226,0.1816641395003094,0.08021142473142966,0.55,integrated_value_quality_momentum_low_volatility
006280,2023-05-31,,,,,,,(주)녹십자,2023-03-31,2022-12,-0.0363195784020386,0.1622202110471754,0.07197485220662357,0.55,integrated_value_quality_momentum_low_volatility
014820,2023-05-31,,,,,,,동원시스템즈(주),2023-03-31,2022-12,-0.1547091190699352,0.2385806343031401,0.05981256458810587,0.55,integrated_value_quality_momentum_low_volatility
001800,2023-05-31,,,,,,,(주)오리온홀딩스,2023-03-31,2022-12,0.0162507478083849,0.0906791988284785,0.05684808472843596,0.55,integrated_value_quality_momentum_low_volatility
285130,2023-05-31,,,,,,,에스케이케미칼(주),2023-03-31,2022-12,0.0194525878509483,0.0799555601064695,0.052454209081232585,0.55,integrated_value_quality_momentum_low_volatility
000670,2023-05-31,,,,,,,(주)영풍,2023-03-31,2022-12,0.3694035873796112,-0.2246803317447322,0.04535781331178752,0.55,integrated_value_quality_momentum_low_volatility
097950,2023-05-31,,,,,,,씨제이제일제당(주),2023-03-31,2022-12,0.0247905463989143,0.0577462324962409,0.04276637517927426,0.55,integrated_value_quality_momentum_low_volatility
267260,2023-05-31,,,,,,,에이치디현대일렉트릭(주),2023-03-31,2022-12,-0.1608630310512615,0.2093901049530267,0.0410932249510775,0.55,integrated_value_quality_momentum_low_volatility
006800,2023-05-31,,,,,,,미래에셋증권(주),2023-03-31,2022-12,0.4297171805648788,-0.2865575965138964,0.03902184761281959,0.55,integrated_value_quality_momentum_low_volatility
003090,2023-05-31,,,,,,,(주)대웅,2023-03-31,2022-12,-0.5837728673359349,0.5482804163251833,0.033710741933765914,0.55,integrated_value_quality_momentum_low_volatility
004990,2023-05-31,,,,,,,롯데지주(주),2023-03-31,2022-12,-0.0558596654727407,0.1067371036815118,0.032829481338669746,0.55,integrated_value_quality_momentum_low_volatility
035720,2023-05-31,,,,,,,(주)카카오,2023-03-31,2022-12,-0.794311742023478,0.7183268835124299,0.03076387190519901,0.55,integrated_value_quality_momentum_low_volatility
064350,2023-05-31,,,,,,,현대로템(주),2023-03-31,2022-12,-0.2749823061975305,0.2844059194562974,0.030138544159102883,0.55,integrated_value_quality_momentum_low_volatility
035250,2023-05-31,,,,,,,(주)강원랜드,2023-03-31,2022-12,-0.2998325564767245,0.3011247816103328,0.02796235520712491,0.55,integrated_value_quality_momentum_low_volatility
093370,2023-05-31,,,,,,,(주)후성,2023-03-31,2022-12,-0.6084755571516036,0.5301077128272519,0.01256986283686302,0.55,integrated_value_quality_momentum_low_volatility
307950,2023-05-31,,,,,,,현대오토에버(주),2023-03-31,2022-12,-0.2673124271755465,0.2434447831087973,0.011282414797731928,0.55,integrated_value_quality_momentum_low_volatility
006650,2023-05-31,,,,,,,대한유화(주),2023-03-31,2022-12,0.3702772751172811,-0.3109430432805053,-0.0012974440087842117,0.55,integrated_value_quality_momentum_low_volatility
079550,2023-05-31,,,,,,,엘아이지넥스원(주),2023-03-31,2022-12,-0.3183300603696787,0.2616407612372511,-0.0019823394931715484,0.55,integrated_value_quality_momentum_low_volatility
280360,2023-05-31,,,,,,,롯데웰푸드(주),2023-03-31,2022-12,-0.1309365176613465,0.1027706617446221,-0.0034598743489999946,0.55,integrated_value_quality_momentum_low_volatility
081660,2023-05-31,,,,,,,(주)미스토홀딩스,2023-03-31,2022-12,-1.040395724441853,0.8570735855249146,-0.005412464459979761,0.55,integrated_value_quality_momentum_low_volatility
014680,2023-05-31,,,,,,,(주)한솔케미칼,2023-03-31,2022-12,-0.7764708900795281,0.6202733647227215,-0.014610387460119192,0.55,integrated_value_quality_momentum_low_volatility
010120,2023-05-31,,,,,,,LS일렉트릭(주),2023-03-31,2022-12,0.0159716315888258,-0.0638543257867014,-0.027569799706916302,0.55,integrated_value_quality_momentum_low_volatility
023530,2023-05-31,,,,,,,롯데쇼핑(주),2023-03-31,2022-12,0.5175408104910455,-0.4832752890409513,-0.028358880162770942,0.55,integrated_value_quality_momentum_low_volatility
066570,2023-05-31,,,,,,,엘지전자(주),2023-03-31,2022-12,-0.0901482438468581,0.0202036724078222,-0.02995628952612339,0.55,integrated_value_quality_momentum_low_volatility
036570,2023-05-31,,,,,,,(주)엔씨소프트,2023-03-31,2022-12,-0.7430753511926678,0.5427052926123924,-0.04174045457172587,0.55,integrated_value_quality_momentum_low_volatility
000100,2023-05-31,,,,,,,(주)유한양행,2023-03-31,2022-12,-0.5019714105861642,0.2855520284180713,-0.07241317112930848,0.55,integrated_value_quality_momentum_low_volatility
071320,2023-05-31,,,,,,,한국지역난방공사,2023-03-31,2022-12,0.5444736323505265,-0.5957111799025252,-0.07744535615113804,0.55,integrated_value_quality_momentum_low_volatility
028050,2023-05-31,,,,,,,삼성이앤에이(주),2023-03-31,2022-12,-0.4567902418164973,0.2083289836478759,-0.09399793701774829,0.55,integrated_value_quality_momentum_low_volatility
011790,2023-05-31,,,,,,,에스케이씨(주),2023-03-31,2022-12,-0.2972552764290236,0.0489255691540121,-0.10842936065645867,0.55,integrated_value_quality_momentum_low_volatility
251270,2023-05-31,,,,,,,넷마블(주),2023-03-31,2022-12,0.1840497215128197,-0.3632788588967862,-0.11449314052878351,0.55,integrated_value_quality_momentum_low_volatility
035420,2023-05-31,,,,,,,네이버(주),2023-03-31,2022-12,-0.7590991977953678,0.4068247966470339,-0.12314065537223962,0.55,integrated_value_quality_momentum_low_volatility
000080,2023-05-31,,,,,,,하이트진로(주),2023-03-31,2022-12,-0.1797190801837261,-0.1246702757088001,-0.14969245956103916,0.55,integrated_value_quality_momentum_low_volatility
192080,2023-05-31,,,,,,,(주)더블유게임즈,2023-03-31,2022-12,0.0647997820471285,-0.3655650201422814,-0.16994465551073146,0.55,integrated_value_quality_momentum_low_volatility
361610,2023-05-31,,,,,,,에스케이아이이테크놀로지(주),2023-03-31,2022-12,-0.1408687360322368,-0.2014771055919917,-0.17392784670119396,0.55,integrated_value_quality_momentum_low_volatility
090430,2023-05-31,,,,,,,(주)아모레퍼시픽,2023-03-31,2022-12,-0.6060421125399631,0.1851270009956374,-0.17449532333872644,0.55,integrated_value_quality_momentum_low_volatility
005830,2023-05-31,,,,,,,디비손해보험(주),2023-03-31,2022-12,0.3363184135182297,-0.6036862408690785,-0.17641139796575658,0.55,integrated_value_quality_momentum_low_volatility
002380,2023-05-31,,,,,,,(주)케이씨씨,2023-03-31,2022-12,-2.0382513181515236,1.3507482080140922,-0.1897061220611877,0.55,integrated_value_quality_momentum_low_volatility
000810,2023-05-31,,,,,,,삼성화재해상보험(주),2023-03-31,2022-12,0.2835615967841864,-0.5982405878588747,-0.19742141302111962,0.55,integrated_value_quality_momentum_low_volatility
001430,2023-05-31,,,,,,,(주)세아베스틸지주,2023-03-31,2022-12,0.4722141043635453,-0.7899596820635213,-0.21624432459667284,0.55,integrated_value_quality_momentum_low_volatility
161890,2023-05-31,,,,,,,한국콜마(주),2023-03-31,2022-12,-0.0473629347323183,-0.3793413970907413,-0.22844209601873078,0.55,integrated_value_quality_momentum_low_volatility
383220,2023-05-31,,,,,,,(주)에프앤에프,2023-03-31,2022-12,-1.9285835924870345,1.1790262891207577,-0.23352365706460243,0.55,integrated_value_quality_momentum_low_volatility
282330,2023-05-31,,,,,,,(주)비지에프리테일,2023-03-31,2022-12,-1.0783082498965868,0.4294327581258179,-0.25590406370254787,0.55,integrated_value_quality_momentum_low_volatility
069620,2023-05-31,,,,,,,(주)대웅제약,2023-03-31,2022-12,-0.805828076897576,0.187424361493406,-0.26405401959340397,0.55,integrated_value_quality_momentum_low_volatility
329180,2023-05-31,,,,,,,에이치디현대중공업(주),2023-03-31,2022-12,-0.185684184822425,-0.3832942871951746,-0.29347151338937927,0.55,integrated_value_quality_momentum_low_volatility
039490,2023-05-31,,,,,,,키움증권(주),2023-03-31,2022-12,0.4669273431235404,-0.9368131087156848,-0.29874926697058246,0.55,integrated_value_quality_momentum_low_volatility
001450,2023-05-31,,,,,,,현대해상화재보험(주),2023-03-31,2022-12,0.4501009782575474,-0.9327051320600408,-0.30415690009750074,0.55,integrated_value_quality_momentum_low_volatility
010140,2023-05-31,,,,,,,삼성중공업(주),2023-03-31,2022-12,0.1011675877318923,-0.6428221830430085,-0.3046450145089627,0.55,integrated_value_quality_momentum_low_volatility
047810,2023-05-31,,,,,,,한국항공우주산업(주),2023-03-31,2022-12,-1.0909967309781456,0.3337886789383981,-0.313841052841849,0.55,integrated_value_quality_momentum_low_volatility
011210,2023-05-31,,,,,,,현대위아(주),2023-03-31,2022-12,0.4535061472292834,-0.9738516012092214,-0.3250526246462646,0.55,integrated_value_quality_momentum_low_volatility
323410,2023-05-31,,,,,,,(주)카카오뱅크,2023-03-31,2022-12,-0.5538633969785857,-0.1882206765092969,-0.3544219130862463,0.55,integrated_value_quality_momentum_low_volatility
006400,2023-05-31,,,,,,,삼성SDI(주),2023-03-31,2022-12,-1.1276761921678162,0.2514352402124538,-0.3754335926876689,0.55,integrated_value_quality_momentum_low_volatility
034020,2023-05-31,,,,,,,두산에너빌리티(주),2023-03-31,2022-12,-0.0429524991033425,-0.6710912769222802,-0.38557365064094484,0.55,integrated_value_quality_momentum_low_volatility
008730,2023-05-31,,,,,,,율촌화학(주),2023-03-31,2022-12,-0.5330462912110259,-0.2645376027606023,-0.38658700660170386,0.55,integrated_value_quality_momentum_low_volatility
302440,2023-05-31,,,,,,,에스케이바이오사이언스(주),2023-03-31,2022-12,-1.0852880446329305,0.1860043908428217,-0.391855807100702,0.55,integrated_value_quality_momentum_low_volatility
009240,2023-05-31,,,,,,,(주)한샘,2023-03-31,2022-12,-0.399957082287606,-0.4625291254686823,-0.43408728765910215,0.55,integrated_value_quality_momentum_low_volatility
030000,2023-05-31,,,,,,,(주)제일기획,2023-03-31,2022-12,-1.264439167589062,0.251413631571253,-0.437610368047072,0.55,integrated_value_quality_momentum_low_volatility
073240,2023-05-31,,,,,,,금호타이어(주),2023-03-31,2022-12,0.0153751404497709,-0.8227660655255841,-0.4417927900822408,0.55,integrated_value_quality_momentum_low_volatility
034220,2023-05-31,,,,,,,엘지디스플레이(주),2023-03-31,2022-12,0.3792031098505557,-1.1481655646284288,-0.4539070762288903,0.55,integrated_value_quality_momentum_low_volatility
138040,2023-05-31,,,,,,,(주)메리츠금융지주,2023-03-31,2022-12,-1.18844435363816,0.1148086709593852,-0.47757906749404433,0.55,integrated_value_quality_momentum_low_volatility
036460,2023-05-31,,,,,,,한국가스공사(주),2023-03-31,2022-12,0.554124336121051,-1.4034738597762866,-0.5136564980047694,0.55,integrated_value_quality_momentum_low_volatility
112610,2023-05-31,,,,,,,씨에스윈드(주),2023-03-31,2022-12,-0.8245686958990641,-0.3092247645662117,-0.5434720060811445,0.55,integrated_value_quality_momentum_low_volatility
082740,2023-05-31,,,,,,,한화엔진(주),2023-03-31,2022-12,-0.3749491615936922,-0.7062105966597209,-0.5556372170842533,0.55,integrated_value_quality_momentum_low_volatility
088350,2023-05-31,,,,,,,한화생명보험(주),2023-03-31,2022-12,0.5393024351951428,-1.4971673843855615,-0.5714992845761504,0.55,integrated_value_quality_momentum_low_volatility
024110,2023-05-31,,,,,,,중소기업은행,2023-03-31,2022-12,0.617231741099355,-1.6944183638199095,-0.6436683161293346,0.55,integrated_value_quality_momentum_low_volatility
377300,2023-05-31,,,,,,,(주)카카오페이,2023-03-31,2022-12,-1.6091411713974857,0.1442583714293682,-0.6527414207646562,0.55,integrated_value_quality_momentum_low_volatility
271560,2023-05-31,,,,,,,(주)오리온,2023-03-31,2022-12,-1.9868183282721712,0.4385498291190911,-0.6638902424223917,0.55,integrated_value_quality_momentum_low_volatility
068270,2023-05-31,,,,,,,(주)셀트리온,2023-03-31,2022-12,-1.9851674203798828,0.3999521984922005,-0.6841930828132919,0.55,integrated_value_quality_momentum_low_volatility
192820,2023-05-31,,,,,,,코스맥스(주),2023-03-31,2022-12,-0.5331677327876655,-0.9330192906451618,-0.7512685825281179,0.55,integrated_value_quality_momentum_low_volatility
032830,2023-05-31,,,,,,,삼성생명보험(주),2023-03-31,2022-12,0.1873264119070709,-1.560836493054948,-0.7662169907994848,0.55,integrated_value_quality_momentum_low_volatility
352820,2023-05-31,,,,,,,(주)하이브,2023-03-31,2022-12,-1.988369203428766,0.1783518590418312,-0.8065213511720767,0.55,integrated_value_quality_momentum_low_volatility
373220,2023-05-31,,,,,,,(주)엘지에너지솔루션,2023-03-31,2022-12,-1.9223504503606428,0.0814664340968024,-0.8293594224747635,0.55,integrated_value_quality_momentum_low_volatility
051900,2023-05-31,,,,,,,(주)엘지생활건강,2023-03-31,2022-12,-2.3165259944089067,0.3245090697661282,-0.8759614139497967,0.55,integrated_value_quality_momentum_low_volatility
052690,2023-05-31,,,,,,,한국전력기술(주),2023-03-31,2022-12,-2.092445025202142,0.0706340648763723,-0.9125837033411341,0.55,integrated_value_quality_momentum_low_volatility
015760,2023-05-31,,,,,,,한국전력공사(주),2023-03-31,2022-12,0.3672697893891335,-1.986225820850823,-0.9164550889235699,0.55,integrated_value_quality_momentum_low_volatility
017960,2023-05-31,,,,,,,(주)한국카본,2023-03-31,2022-12,-2.1342852961490304,0.0189665696682823,-0.9597842784304961,0.55,integrated_value_quality_momentum_low_volatility
018880,2023-05-31,,,,,,,한온시스템(주),2023-03-31,2022-12,-1.468195832271557,-0.6427446282203833,-1.0179497209709167,0.55,integrated_value_quality_momentum_low_volatility
008930,2023-05-31,,,,,,,한미사이언스(주),2023-03-31,2022-12,-2.4285063554083024,0.080666799458517,-1.0598664527536734,0.55,integrated_value_quality_momentum_low_volatility
128940,2023-05-31,,,,,,,한미약품(주),2023-03-31,2022-12,-2.650216621278157,0.1686655615324976,-1.1126445215632543,0.55,integrated_value_quality_momentum_low_volatility
207940,2023-05-31,,,,,,,삼성바이오로직스(주),2023-03-31,2022-12,-2.9917359756552555,0.3247138162513845,-1.1827633618879974,0.55,integrated_value_quality_momentum_low_volatility
003670,2023-05-31,,,,,,,(주)포스코퓨처엠,2023-03-31,2022-12,-2.9505027570513587,0.0278731747563192,-1.3259340669744435,0.55,integrated_value_quality_momentum_low_volatility
001440,2023-05-31,,,,,,,대한전선(주),2023-03-31,2022-12,-2.4931238827563544,-0.3985197938869372,-1.3506125615548539,0.55,integrated_value_quality_momentum_low_volatility
008770,2023-05-31,,,,,,,(주)호텔신라,2023-03-31,2022-12,-2.139841508312024,-0.7614064242679273,-1.387967826106153,0.55,integrated_value_quality_momentum_low_volatility
005420,2023-05-31,,,,,,,코스모화학(주),2023-03-31,2022-12,-3.0821306011679788,-0.1124340552521194,-1.4622961215775099,0.55,integrated_value_quality_momentum_low_volatility
326030,2023-05-31,,,,,,,에스케이바이오팜(주),2023-03-31,2022-12,-2.217077650656961,-1.3242093467397675,-1.7300585757930371,0.55,integrated_value_quality_momentum_low_volatility
009420,2023-05-31,,,,,,,한올바이오파마(주),2023-03-31,2022-12,-5.753448238754796,1.416401271516195,-1.842621233152437,0.55,integrated_value_quality_momentum_low_volatility
042660,2023-05-31,,,,,,,한화오션(주),2023-03-31,2022-12,-0.6960641686805965,-3.3370839642098944,-2.136620420787486,0.55,integrated_value_quality_momentum_low_volatility
298020,2023-05-31,,,,,,,,,,,,,0.0,integrated_value_quality_momentum_low_volatility
298040,2023-05-31,,,,,,,,,,,,,0.0,integrated_value_quality_momentum_low_volatility
456040,2023-05-31,,,,,,,,,,,,,0.0,integrated_value_quality_momentum_low_volatility
457190,2023-05-31,,,,,,,,,,,,,0.0,integrated_value_quality_momentum_low_volatility
011200,2023-06-30,,,,,,,에이치엠엠(주),2023-03-31,2022-12,0.5557494492660744,1.214233443943547,0.9149225372719683,0.55,integrated_value_quality_momentum_low_volatility
204320,2023-06-30,,,,,,,에이치엘만도(주),2023-03-31,2022-12,0.2150207820553397,1.3205510921336086,0.8180373148253045,0.55,integrated_value_quality_momentum_low_volatility
000990,2023-06-30,,,,,,,(주)디비하이텍,2023-03-31,2022-12,0.3153236076479789,1.2185945373568137,0.8080168420346159,0.55,integrated_value_quality_momentum_low_volatility
137310,2023-06-30,,,,,,,에스디바이오센서(주),2023-03-31,2022-12,0.2805406774481376,1.158669213432158,0.7595198788939668,0.55,integrated_value_quality_momentum_low_volatility
004000,2023-06-30,,,,,,,롯데정밀화학(주),2023-03-31,2022-12,0.4391199588138393,0.7811614101220816,0.6256880231637896,0.55,integrated_value_quality_momentum_low_volatility
007660,2023-06-30,,,,,,,(주)이수페타시스,2023-03-31,2022-12,0.1311564863992932,0.9928258619279732,0.6011579639603913,0.55,integrated_value_quality_momentum_low_volatility
028670,2023-06-30,,,,,,,팬오션(주),2023-03-31,2022-12,0.4333731361675262,0.532156213066725,0.4872548144761801,0.55,integrated_value_quality_momentum_low_volatility
175330,2023-06-30,,,,,,,(주)JB금융지주,2023-03-31,2022-12,0.4346212348382356,0.5294852773048669,0.4863652580018527,0.55,integrated_value_quality_momentum_low_volatility
086280,2023-06-30,,,,,,,현대글로비스(주),2023-03-31,2022-12,0.2771171307695727,0.5602854682323822,0.43157258756746875,0.55,integrated_value_quality_momentum_low_volatility
006260,2023-06-30,,,,,,,(주)엘에스,2023-03-31,2022-12,0.480644233378308,0.3816474922834541,0.4266460109629331,0.55,integrated_value_quality_momentum_low_volatility
005940,2023-06-30,,,,,,,엔에이치투자증권(주),2023-03-31,2022-12,0.4861920539377414,0.3666192432842846,0.42097052085403763,0.55,integrated_value_quality_momentum_low_volatility
011780,2023-06-30,,,,,,,금호석유화학(주),2023-03-31,2022-12,0.158997780662345,0.6323035878279748,0.41716458457087036,0.55,integrated_value_quality_momentum_low_volatility
071050,2023-06-30,,,,,,,한국투자금융지주(주),2023-03-31,2022-12,0.4569954283220646,0.3759011888918809,0.41276220681469167,0.55,integrated_value_quality_momentum_low_volatility
010950,2023-06-30,,,,,,,에쓰-오일(주),2023-03-31,2022-12,0.239606352941261,0.5555887672220705,0.4119603970944298,0.55,integrated_value_quality_momentum_low_volatility
005850,2023-06-30,,,,,,,에스엘(주),2023-03-31,2022-12,0.3994430525163899,0.4072174619315597,0.40368363947011887,0.55,integrated_value_quality_momentum_low_volatility
139480,2023-06-30,,,,,,,(주)이마트,2023-03-31,2022-12,0.6343060810191459,0.2083048406054425,0.40194176806621673,0.55,integrated_value_quality_momentum_low_volatility
298050,2023-06-30,,,,,,,에이치에스효성첨단소재(주),2023-03-31,2022-12,-0.1560367526916954,0.8496130844343812,0.39249952210434635,0.55,integrated_value_quality_momentum_low_volatility
180640,2023-06-30,,,,,,,(주)한진칼,2023-03-31,2022-12,0.2463154623635434,0.5111416285115463,0.39076609844427224,0.55,integrated_value_quality_momentum_low_volatility
004020,2023-06-30,,,,,,,현대제철(주),2023-03-31,2022-12,0.6346935180517449,0.185541332449998,0.3897014168144284,0.55,integrated_value_quality_momentum_low_volatility
032640,2023-06-30,,,,,,,(주)엘지유플러스,2023-03-31,2022-12,0.4448710208843141,0.3434676375515386,0.38956008452098195,0.55,integrated_value_quality_momentum_low_volatility
003240,2023-06-30,,,,,,,태광산업(주),2023-03-31,2022-12,0.5289745592429784,0.2697337331626159,0.3875704722900534,0.55,integrated_value_quality_momentum_low_volatility
316140,2023-06-30,,,,,,,(주)우리금융지주,2023-03-31,2022-12,0.5416645911861669,0.2532306541102657,0.3843369891447662,0.55,integrated_value_quality_momentum_low_volatility
016360,2023-06-30,,,,,,,삼성증권(주),2023-03-31,2022-12,0.4949400552085404,0.2901567129501695,0.3832400503403381,0.55,integrated_value_quality_momentum_low_volatility
139130,2023-06-30,,,,,,,(주)아이엠금융지주,2023-03-31,2022-12,0.534224575655016,0.2514709050777541,0.3799953007946913,0.55,integrated_value_quality_momentum_low_volatility
003490,2023-06-30,,,,,,,(주)대한항공,2023-03-31,2022-12,0.3344108111190181,0.4068930129295407,0.37394655756112133,0.55,integrated_value_quality_momentum_low_volatility
138930,2023-06-30,,,,,,,(주)BNK금융지주,2023-03-31,2022-12,0.5312642015293905,0.2298042395361505,0.3668314949876232,0.55,integrated_value_quality_momentum_low_volatility
103140,2023-06-30,,,,,,,(주)풍산,2023-03-31,2022-12,0.4990158792198792,0.2484226424575618,0.362328659167706,0.55,integrated_value_quality_momentum_low_volatility
375500,2023-06-30,,,,,,,디엘이앤씨(주),2023-03-31,2022-12,0.5666020179208515,0.1853539835014617,0.35864854460118434,0.55,integrated_value_quality_momentum_low_volatility
