ticker,rcept_no,category,snippet
000210,20260515002257,segment_sales,"결과 통보서를 받아서 지주회사로 전환하였고 현재 브랜드의 사용으로 인한 로열티 수익, 배당수익, 임대수익 등을 주요사업으로 영위하고 있습니다.연결대상 종속기업들이 영위하는 사업을 사업부문별로 살펴보면 다음과 같습니다. 구분 대표기업 주요 제품 및 서비스 제조부문 유화사업,소재사업 DL케미칼㈜,이편세(상해)무역유한공사 폴리에틸렌(HDPE, LLDPE), 폴리부텐(PB), EPO 등 DL에프엔씨㈜ BOPP 등 디렉스폴리머(유) APAO Cariflex PTE.LTD. 및 그 종속회사 Solid IR, IR"
000210,20260515002257,net_debt,"제한 등 조항을 포함합니다. 무보증 사모사채(당분기말 현재 700억)의 계약서는 신용 등급 등의 유지 등 조항을 포함합니다. 보증사모사채(당분기말 현재 미화 10억 달러), 외화 차입금(당분기말 현재 미화 11.3억 달러)의 계약서는 신용 등급 유지, 재무비율 등의 유지 등 조항을 포함합니다. 상기 조항을 위반한 경우, 기한 이익의 상실 가능성이 있습니다.7) 연결 실체는 신종자본증권을 발행하였으며, 그 내역은 다음과 같습니다. (단위: 백만원) 발행회사 구 분 발행일 만기일 (주1) 이자율(%)(주2"
000210,20260515002257,net_debt,"부채 유동부채 2,869,879,706,019 2,409,846,279,860 매입채무및기타채무 (주6,17,37) 762,229,211,680 770,329,380,197 단기차입금및유동성장기부채 (주6,18,29) 1,891,118,984,982 1,422,974,217,066 리스부채 (주6,19,37) 40,966,304,943 37,031,576,042 당기법인세부채 (주35) 73,601,519,603 86,851,054,239 기타충당부채 (주22,29) 5,517,582,988 7,24"
000210,20260515002257,net_debt,",900 비유동부채 4,589,885,449,488 4,851,222,247,631 장기매입채무및기타채무 (주6,17,37) 64,610,764,205 65,465,378,833 차입금및사채 (주6,18,28,29) 3,765,719,221,722 4,026,838,230,267 리스부채 (주6,19,37) 105,499,087,148 102,326,476,483 순확정급여부채 (주20) 64,108,050,994 62,417,583,304 기타충당부채 (주22,29) 23,547,712,110 22,"
000210,20260515002257,ebitda,"56,265 대체액 123 13,740 50 63,817 126 100,871 (178,970) (126) (369) 처분액 0 0 0 (174) 0 (7) (3) 0 (184) 감가상각비 0 (9,391) (2,488) (61,640) (239) (16,190) 0 (69) (90,017) 손상차손 0 0 0 0 0 0 0 0 0 정부보조금 변동 0 0 0 0 0 0 0 0 0 외화환산차이 2,884 18,010 2,067 90,374 167 10,727 6,124 0 130,353 기말 유형자산 51"
000210,20260515002257,ebitda,"1 136,713 1,416 39,221 (248,654) (493) (21,584) 처분액 (9) (50) 0 (3,959) (16) (502) (4,086) 0 (8,622) 감가상각비 0 (35,641) (9,657) (240,965) (1,048) (57,756) 0 (292) (345,359) 손상차손 0 (14,214) (1,939) (64,461) (268) (20,887) 0 0 (101,769) 정부보조금 변동 0 0 0 (50) 0 0 0 0 (50) 외화환산차이 260 2,212 (1"
000210,20260515002257,ebitda,": 백만원) 토지 건물 기타자산 건설중인자산 자산 합계 기초 투자부동산 796,599 250,880 4,616 9,140 1,061,235 취득액 0 0 0 1,011 1,011 감가상각비 0 (2,296) (18) 0 (2,314) 기말 투자 부동산 796,599 248,584 4,598 10,151 1,059,932 전기말 (단위 : 백만원) 토지 건물 기타자산 건설중인자산 자산 합계 기초 투자부동산 796,599 260,068 4,688 8,476 1,069,831 취득액 0 0 0 664 664"
000210,20260515002257,nav,"9,385,314 9,270,043 9,656,665 1. 장기금융상품 32,171 30,943 22,913 2. 장기매출채권및기타채권 55,243 49,690 47,634 3. 관계기업및공동기업주식 2,082,478 2,130,907 2,153,214 4. 당기손익-공정가치측정금융자산 171,790 171,589 150,706 5. 기타포괄손익-공정가치측정금융자산 106,504 106,520 96,342 6. 유형자산 4,078,556 3,982,508 4,220,557 7. 투자부동산 1,059,93"
000210,20260515002257,nav,"3,583,665 3,582,527 3,387,548 1. 장기매출채권및기타채권 250 260 504 2. 종속기업주식 2,604,420 2,604,420 2,426,628 3. 관계기업주식 625,355 625,355 652,445 4. 당기손익-공정가치측정금융자산 159,920 159,920 126,336 5. 기타포괄손익-공정가치측정금융자산 106,050 106,066 95,904 6. 유형자산 93 89 129 7. 투자부동산 86,006 84,995 84,332 8. 무형자산 218 242 36"
000210,20260515002257,nav,"장기금융상품 (주5,6) 32,170,597,280 30,943,097,280 장기매출채권및기타채권 (주6,8,29,37) 55,242,738,221 49,689,778,564 관계기업및공동기업주식 (주15,37) 2,082,478,348,475 2,130,906,763,504 당기손익-공정가치측정금융자산 (주5,6,7,28,29) 171,789,518,062 171,589,451,761 기타포괄손익-공정가치측정금융자산 (주6,7,28) 106,503,990,871 106,520,190,871 유형자산"
000210,20260515002257,guidance,"「World Energy Outlook 2025」에 따르면 전력은 전 세계 에너지 시스템에서 중심적인 역할을 하며, 여러 시나리오에서 전력 수요는 향후 지속적으로 증가할 것으로 전망되고 있습니다. 전기 수요 증가의 원인은 냉난방 수요 확대, 산업의 전력화, 전기차 등 전기화 확대 현상, 데이터센터·디지털 수요 증가 등이 주요 요인으로 분석됩니다. 이로 인해 2035년까지 전력 수요는 약 40% 이상 증가할 수 있는 것으로 전망되고 있습니다.우리나라의 경우, 산업통상자원부의 「제11차 전력수급기본계획"
000210,20260515002257,guidance,"전력화, 전기차 등 전기화 확대 현상, 데이터센터·디지털 수요 증가 등이 주요 요인으로 분석됩니다. 이로 인해 2035년까지 전력 수요는 약 40% 이상 증가할 수 있는 것으로 전망되고 있습니다.우리나라의 경우, 산업통상자원부의 「제11차 전력수급기본계획(2024~2038)」에 따르면, 2024년부터 2038년까지 전력 전력수요 증가율은 연평균 약 2% 수준이나, 노후 석탄발전소를 대체하는 가스발전 설비(2023년 43.2GW → 2038년 69.2GW)와 신재생에너지 설비 (2023년 31.3GW"
