months,mean_monthly_excess_return,median_monthly_excess_return,bootstrap_ci_2_5,bootstrap_ci_97_5,positive_month_rate
143,-0.002405834278013263,-0.0020222567987266717,-0.007050592531048458,0.002064592398086143,0.48951048951048953
