days,total_return,cagr,annualized_volatility,sharpe,max_drawdown,win_rate,benchmark_total_return,active_total_return,tracking_error,information_ratio,average_turnover,rebalance_count,benchmark_type,benchmark_path
4661,27.395955155153466,0.19831572374070672,0.23209348704126945,0.8544648377205148,-0.5008782540483093,0.5447328899377816,6.9401504405704895,2.5762490103541733,0.1195296329079974,0.627355147290792,0.2261380323054332,227,universe_equal_weight,
