ticker,name,analyst_sector,valuation_family,sector_source,confidence,kospi200_sector,dart_sector,dart_industry_code,ts2000_sector,override_sector,override_note
001390,케이지케미칼(주),Unclassified,common_equity,fallback,0.4,,,,,,
001420,태원물산(주),Unclassified,common_equity,fallback,0.4,,,,,,
001460,(주)비와이씨,Unclassified,common_equity,fallback,0.4,,,,,,
001470,삼부토건(주),Unclassified,common_equity,fallback,0.4,,,,,,
001500,현대차증권(주),Unclassified,common_equity,fallback,0.4,,,,,,
001510,에스케이증권(주),Unclassified,common_equity,fallback,0.4,,,,,,
001520,(주)동양,Unclassified,common_equity,fallback,0.4,,,,,,
001530,디아이동일(주),Unclassified,common_equity,fallback,0.4,,,,,,
001550,(주)조비,Unclassified,common_equity,fallback,0.4,,,,,,
001560,제일연마공업(주),Unclassified,common_equity,fallback,0.4,,,,,,
001570,(주)금양,Unclassified,common_equity,fallback,0.4,,,,,,
001600,(주)서광건설산업,Unclassified,common_equity,fallback,0.4,,,,,,
001620,케이비아이동국실업(주),Unclassified,common_equity,fallback,0.4,,,,,,
001630,(주)종근당홀딩스,Unclassified,common_equity,fallback,0.4,,,,,,
001720,신영증권(주),Unclassified,common_equity,fallback,0.4,,,,,,
001740,에스케이네트웍스(주),Unclassified,common_equity,fallback,0.4,,,,,,
001750,한양증권(주),Unclassified,common_equity,fallback,0.4,,,,,,
001770,(주)신화다이나믹스,Unclassified,common_equity,fallback,0.4,,,,,,
001780,(주)알루코,Unclassified,common_equity,fallback,0.4,,,,,,
001790,대한제당(주),Unclassified,common_equity,fallback,0.4,,,,,,
001820,삼화콘덴서공업(주),Unclassified,common_equity,fallback,0.4,,,,,,
001880,디엘건설(주),Unclassified,common_equity,fallback,0.4,,,,,,
001940,KISCO홀딩스(주),Unclassified,common_equity,fallback,0.4,,,,,,
001950,남한제지(주),Unclassified,common_equity,fallback,0.4,,,,,,
001970,신성건설(주),Unclassified,common_equity,fallback,0.4,,,,,,
002000,한국유리공업(주),Unclassified,common_equity,fallback,0.4,,,,,,
002020,(주)코오롱,Unclassified,common_equity,fallback,0.4,,,,,,
002070,(주)비비안,Unclassified,common_equity,fallback,0.4,,,,,,
002100,(주)경농,Unclassified,common_equity,fallback,0.4,,,,,,
002140,고려산업(주),Unclassified,common_equity,fallback,0.4,,,,,,
002150,(주)도화엔지니어링,Unclassified,common_equity,fallback,0.4,,,,,,
002170,에스와이티에스(주),Unclassified,common_equity,fallback,0.4,,,,,,
002200,한국수출포장공업(주),Unclassified,common_equity,fallback,0.4,,,,,,
002210,동성제약(주),Unclassified,common_equity,fallback,0.4,,,,,,
002220,한일철강(주),Unclassified,common_equity,fallback,0.4,,,,,,
002240,고려제강(주),Unclassified,common_equity,fallback,0.4,,,,,,
002250,알보젠코리아(주),Unclassified,common_equity,fallback,0.4,,,,,,
002270,롯데푸드(주),Unclassified,common_equity,fallback,0.4,,,,,,
002300,한국제지(주),Unclassified,common_equity,fallback,0.4,,,,,,
002310,아세아제지(주),Unclassified,common_equity,fallback,0.4,,,,,,
002320,(주)한진,Unclassified,common_equity,fallback,0.4,,,,,,
002350,넥센타이어(주),Unclassified,common_equity,fallback,0.4,,,,,,
002360,(주)SH에너지화학,Unclassified,common_equity,fallback,0.4,,,,,,
002390,(주)한독,Unclassified,common_equity,fallback,0.4,,,,,,
002410,범양건영(주),Unclassified,common_equity,fallback,0.4,,,,,,
002420,세기상사(주),Unclassified,common_equity,fallback,0.4,,,,,,
002450,(주)삼익악기,Unclassified,common_equity,fallback,0.4,,,,,,
002460,에이치에스화성(주),Unclassified,common_equity,fallback,0.4,,,,,,
002530,벽산건설(주),Unclassified,common_equity,fallback,0.4,,,,,,
002540,(주)고제,Unclassified,common_equity,fallback,0.4,,,,,,
002550,(주)KB손해보험,Unclassified,common_equity,fallback,0.4,,,,,,
002600,(주)조흥,Unclassified,common_equity,fallback,0.4,,,,,,
002620,제일파마홀딩스(주),Unclassified,common_equity,fallback,0.4,,,,,,
002630,(주)오리엔트바이오,Unclassified,common_equity,fallback,0.4,,,,,,
002690,동일제강(주),Unclassified,common_equity,fallback,0.4,,,,,,
002700,신일전자(주),Unclassified,common_equity,fallback,0.4,,,,,,
002710,(주)TCC스틸,Unclassified,common_equity,fallback,0.4,,,,,,
002720,국제약품(주),Unclassified,common_equity,fallback,0.4,,,,,,
002760,(주)보락,Unclassified,common_equity,fallback,0.4,,,,,,
002780,진흥기업(주),Unclassified,common_equity,fallback,0.4,,,,,,
002810,삼영무역(주),Unclassified,common_equity,fallback,0.4,,,,,,
002820,(주)선앤엘,Unclassified,common_equity,fallback,0.4,,,,,,
002870,(주)신풍,Unclassified,common_equity,fallback,0.4,,,,,,
002880,(주)디와이에이,Unclassified,common_equity,fallback,0.4,,,,,,
002900,티와이엠(주),Unclassified,common_equity,fallback,0.4,,,,,,
002920,유성기업(주),Unclassified,common_equity,fallback,0.4,,,,,,
002960,한국쉘석유(주),Unclassified,common_equity,fallback,0.4,,,,,,
002990,금호건설(주),Unclassified,common_equity,fallback,0.4,,,,,,
003000,부광약품(주),Unclassified,common_equity,fallback,0.4,,,,,,
003010,(주)혜인,Unclassified,common_equity,fallback,0.4,,,,,,
003060,(주)에이프로젠바이오로직스,Unclassified,common_equity,fallback,0.4,,,,,,
003070,코오롱글로벌(주),Unclassified,common_equity,fallback,0.4,,,,,,
003080,에스비성보(주),Unclassified,common_equity,fallback,0.4,,,,,,
003120,일성아이에스(주),Unclassified,common_equity,fallback,0.4,,,,,,
003160,(주)디아이,Unclassified,common_equity,fallback,0.4,,,,,,
003190,(주)알앤엘바이오,Unclassified,common_equity,fallback,0.4,,,,,,
003200,일신방직(주),Unclassified,common_equity,fallback,0.4,,,,,,
003220,대원제약(주),Unclassified,common_equity,fallback,0.4,,,,,,
003280,흥아해운(주),Unclassified,common_equity,fallback,0.4,,,,,,
003300,한일홀딩스(주),Unclassified,common_equity,fallback,0.4,,,,,,
003350,(주)한국화장품제조,Unclassified,common_equity,fallback,0.4,,,,,,
003410,쌍용씨앤이(주),Unclassified,common_equity,fallback,0.4,,,,,,
003450,현대증권(주),Unclassified,common_equity,fallback,0.4,,,,,,
003460,유화증권(주),Unclassified,common_equity,fallback,0.4,,,,,,
003470,유안타증권(주),Unclassified,common_equity,fallback,0.4,,,,,,
003480,(주)한진중공업홀딩스,Unclassified,common_equity,fallback,0.4,,,,,,
003520,영진약품(주),Unclassified,common_equity,fallback,0.4,,,,,,
003530,한화투자증권(주),Unclassified,common_equity,fallback,0.4,,,,,,
003540,대신증권(주),Unclassified,common_equity,fallback,0.4,,,,,,
003560,(주)아이에이치큐,Unclassified,common_equity,fallback,0.4,,,,,,
003570,에스앤티다이내믹스(주),Unclassified,common_equity,fallback,0.4,,,,,,
003580,에이치엘비글로벌(주),Unclassified,common_equity,fallback,0.4,,,,,,
003600,에스케이(주),Unclassified,common_equity,fallback,0.4,,,,,,
003610,(주)방림,Unclassified,common_equity,fallback,0.4,,,,,,
003620,케이지모빌리티(주),Unclassified,common_equity,fallback,0.4,,,,,,
003640,유니온스틸(주),Unclassified,common_equity,fallback,0.4,,,,,,
003650,미창석유공업(주),Unclassified,common_equity,fallback,0.4,,,,,,
003660,고려시멘트(주),Unclassified,common_equity,fallback,0.4,,,,,,
003680,한성기업(주),Unclassified,common_equity,fallback,0.4,,,,,,
003690,코리안리재보험(주),Unclassified,common_equity,fallback,0.4,,,,,,
003720,(주)삼영,Unclassified,common_equity,fallback,0.4,,,,,,
003780,진양산업(주),Unclassified,common_equity,fallback,0.4,,,,,,
003830,대한화섬(주),Unclassified,common_equity,fallback,0.4,,,,,,
003850,(주)보령,Unclassified,common_equity,fallback,0.4,,,,,,
003920,남양유업(주),Unclassified,common_equity,fallback,0.4,,,,,,
003940,(주)삼양제넥스,Unclassified,common_equity,fallback,0.4,,,,,,
003960,(주)사조대림,Unclassified,common_equity,fallback,0.4,,,,,,
003990,(주)비에이치케이,Unclassified,common_equity,fallback,0.4,,,,,,
004010,(주)롯데미도파,Unclassified,common_equity,fallback,0.4,,,,,,
004060,(주)에스지세계물산,Unclassified,common_equity,fallback,0.4,,,,,,
004080,(주)신흥,Unclassified,common_equity,fallback,0.4,,,,,,
004090,한국석유공업(주),Unclassified,common_equity,fallback,0.4,,,,,,
004100,태양금속공업(주),Unclassified,common_equity,fallback,0.4,,,,,,
004130,대덕GDS(주),Unclassified,common_equity,fallback,0.4,,,,,,
004140,(주)동방,Unclassified,common_equity,fallback,0.4,,,,,,
004150,한솔홀딩스(주),Unclassified,common_equity,fallback,0.4,,,,,,
004200,고려개발(주),Unclassified,common_equity,fallback,0.4,,,,,,
004230,세신(주),Unclassified,common_equity,fallback,0.4,,,,,,
004250,엔피씨(주),Unclassified,common_equity,fallback,0.4,,,,,,
004270,(주)남성,Unclassified,common_equity,fallback,0.4,,,,,,
004310,현대약품(주),Unclassified,common_equity,fallback,0.4,,,,,,
004360,세방(주),Unclassified,common_equity,fallback,0.4,,,,,,
004380,삼익티에이치케이(주),Unclassified,common_equity,fallback,0.4,,,,,,
004410,서울식품공업(주),Unclassified,common_equity,fallback,0.4,,,,,,
004430,송원산업(주),Unclassified,common_equity,fallback,0.4,,,,,,
004440,(주)삼일씨엔에스,Unclassified,common_equity,fallback,0.4,,,,,,
004450,삼화왕관(주),Unclassified,common_equity,fallback,0.4,,,,,,
004490,세방전지(주),Unclassified,common_equity,fallback,0.4,,,,,,
004530,에스와이(주),Unclassified,common_equity,fallback,0.4,,,,,,
004540,깨끗한나라(주),Unclassified,common_equity,fallback,0.4,,,,,,
004550,대우자동차판매(주),Unclassified,common_equity,fallback,0.4,,,,,,
004560,현대비앤지스틸(주),Unclassified,common_equity,fallback,0.4,,,,,,
004620,캠브리지코오롱(주),Unclassified,common_equity,fallback,0.4,,,,,,
004690,(주)삼천리,Unclassified,common_equity,fallback,0.4,,,,,,
004700,조광피혁(주),Unclassified,common_equity,fallback,0.4,,,,,,
004710,한솔테크닉스(주),Unclassified,common_equity,fallback,0.4,,,,,,
004720,(주)팜젠사이언스,Unclassified,common_equity,fallback,0.4,,,,,,
004740,(주)보루네오가구,Unclassified,common_equity,fallback,0.4,,,,,,
004770,써니전자(주),Unclassified,common_equity,fallback,0.4,,,,,,
004800,(주)효성,Unclassified,common_equity,fallback,0.4,,,,,,
004820,(주)조인에너지,Unclassified,common_equity,fallback,0.4,,,,,,
004830,(주)덕성,Unclassified,common_equity,fallback,0.4,,,,,,
004840,(주)디알비동일,Unclassified,common_equity,fallback,0.4,,,,,,
004870,(주)티웨이홀딩스,Unclassified,common_equity,fallback,0.4,,,,,,
004890,동일산업(주),Unclassified,common_equity,fallback,0.4,,,,,,
004910,조광페인트(주),Unclassified,common_equity,fallback,0.4,,,,,,
004920,(주)씨아이테크,Unclassified,common_equity,fallback,0.4,,,,,,
004940,(주)한국외환은행,Unclassified,common_equity,fallback,0.4,,,,,,
004960,한신공영(주),Unclassified,common_equity,fallback,0.4,,,,,,
004970,신라교역(주),Unclassified,common_equity,fallback,0.4,,,,,,
004980,성신양회(주),Unclassified,common_equity,fallback,0.4,,,,,,
005010,(주)휴스틸,Unclassified,common_equity,fallback,0.4,,,,,,
005030,부산주공(주),Unclassified,common_equity,fallback,0.4,,,,,,
005070,코스모신소재(주),Unclassified,common_equity,fallback,0.4,,,,,,
005090,에스지씨에너지(주),Unclassified,common_equity,fallback,0.4,,,,,,
005110,(주)한창,Unclassified,common_equity,fallback,0.4,,,,,,
005180,(주)빙그레,Unclassified,common_equity,fallback,0.4,,,,,,
005190,(주)동성화학,Unclassified,common_equity,fallback,0.4,,,,,,
005250,(주)녹십자홀딩스,Unclassified,common_equity,fallback,0.4,,,,,,
005270,(주)대구은행,Unclassified,common_equity,fallback,0.4,,,,,,
005280,(주)부산은행,Unclassified,common_equity,fallback,0.4,,,,,,
005320,(주)온타이드,Unclassified,common_equity,fallback,0.4,,,,,,
005350,(주)봉신,Unclassified,common_equity,fallback,0.4,,,,,,
005360,(주)모나미,Unclassified,common_equity,fallback,0.4,,,,,,
005390,신성통상(주),Unclassified,common_equity,fallback,0.4,,,,,,
005430,한국공항(주),Unclassified,common_equity,fallback,0.4,,,,,,
005440,(주)현대지에프홀딩스,Unclassified,common_equity,fallback,0.4,,,,,,
005450,(주)신한,Unclassified,common_equity,fallback,0.4,,,,,,
005500,삼진제약(주),Unclassified,common_equity,fallback,0.4,,,,,,
005560,제이에스전선(주),Unclassified,common_equity,fallback,0.4,,,,,,
005610,(주)삼립,Unclassified,common_equity,fallback,0.4,,,,,,
005620,(주)대성합동지주,Unclassified,common_equity,fallback,0.4,,,,,,
005680,삼영전자공업(주),Unclassified,common_equity,fallback,0.4,,,,,,
005690,파미셀(주),Unclassified,common_equity,fallback,0.4,,,,,,
005720,(주)넥센,Unclassified,common_equity,fallback,0.4,,,,,,
005740,(주)크라운해태홀딩스,Unclassified,common_equity,fallback,0.4,,,,,,
005750,대림바스(주),Unclassified,common_equity,fallback,0.4,,,,,,
005760,(주)위너스인프라인,Unclassified,common_equity,fallback,0.4,,,,,,
005800,(주)신영와코루,Unclassified,common_equity,fallback,0.4,,,,,,
005810,(주)풍산홀딩스,Unclassified,common_equity,fallback,0.4,,,,,,
005820,(주)원림,Unclassified,common_equity,fallback,0.4,,,,,,
005870,(주)휴니드테크놀러지스,Unclassified,common_equity,fallback,0.4,,,,,,
005880,대한해운(주),Unclassified,common_equity,fallback,0.4,,,,,,
005900,(주)동양건설산업,Unclassified,common_equity,fallback,0.4,,,,,,
005950,(주)이수화학,Unclassified,common_equity,fallback,0.4,,,,,,
005960,동부건설(주),Unclassified,common_equity,fallback,0.4,,,,,,
005980,성지건설(주),Unclassified,common_equity,fallback,0.4,,,,,,
006060,(주)화승인더스트리,Unclassified,common_equity,fallback,0.4,,,,,,
006070,(주)기린,Unclassified,common_equity,fallback,0.4,,,,,,
006090,(주)사조오양,Unclassified,common_equity,fallback,0.4,,,,,,
006110,삼아알미늄(주),Unclassified,common_equity,fallback,0.4,,,,,,
006120,에스케이디스커버리(주),Unclassified,common_equity,fallback,0.4,,,,,,
006200,(주)한국전자홀딩스,Unclassified,common_equity,fallback,0.4,,,,,,
006210,(주)휴리프,Unclassified,common_equity,fallback,0.4,,,,,,
006220,(주)제주은행,Unclassified,common_equity,fallback,0.4,,,,,,
006340,대원전선(주),Unclassified,common_equity,fallback,0.4,,,,,,
006350,(주)전북은행,Unclassified,common_equity,fallback,0.4,,,,,,
006360,지에스건설(주),Unclassified,common_equity,fallback,0.4,,,,,,
006370,(주)대구백화점,Unclassified,common_equity,fallback,0.4,,,,,,
006380,(주)카프로,Unclassified,common_equity,fallback,0.4,,,,,,
006390,한일현대시멘트(주),Unclassified,common_equity,fallback,0.4,,,,,,
006440,한일건설(주),Unclassified,common_equity,fallback,0.4,,,,,,
006490,(주)인스코비,Unclassified,common_equity,fallback,0.4,,,,,,
006570,대림통상(주),Unclassified,common_equity,fallback,0.4,,,,,,
006660,삼성공조(주),Unclassified,common_equity,fallback,0.4,,,,,,
006740,블루산업개발(주),Unclassified,common_equity,fallback,0.4,,,,,,
006840,에이케이홀딩스(주),Unclassified,common_equity,fallback,0.4,,,,,,
006880,신송홀딩스(주),Unclassified,common_equity,fallback,0.4,,,,,,
006890,태경케미컬(주),Unclassified,common_equity,fallback,0.4,,,,,,
006980,(주)우성,Unclassified,common_equity,fallback,0.4,,,,,,
007050,유리이에스(주),Unclassified,common_equity,fallback,0.4,,,,,,
007110,(주)일신석재,Unclassified,common_equity,fallback,0.4,,,,,,
007120,(주)미래아이앤지,Unclassified,common_equity,fallback,0.4,,,,,,
007160,사조산업(주),Unclassified,common_equity,fallback,0.4,,,,,,
007190,한솔아트원제지(주),Unclassified,common_equity,fallback,0.4,,,,,,
007200,진흥저축은행(주),Unclassified,common_equity,fallback,0.4,,,,,,
007210,(주)벽산,Unclassified,common_equity,fallback,0.4,,,,,,
007280,(주)한국특강,Unclassified,common_equity,fallback,0.4,,,,,,
007460,(주)에이프로젠,Unclassified,common_equity,fallback,0.4,,,,,,
007480,(주)대한은박지,Unclassified,common_equity,fallback,0.4,,,,,,
007490,태창기업(주),Unclassified,common_equity,fallback,0.4,,,,,,
007540,샘표(주),Unclassified,common_equity,fallback,0.4,,,,,,
007570,일양약품(주),Unclassified,common_equity,fallback,0.4,,,,,,
007590,(주)동방아그로,Unclassified,common_equity,fallback,0.4,,,,,,
007610,선도전기(주),Unclassified,common_equity,fallback,0.4,,,,,,
007630,(주)폴루스바이오팜,Unclassified,common_equity,fallback,0.4,,,,,,
007690,국도화학(주),Unclassified,common_equity,fallback,0.4,,,,,,
007700,(주)에프앤에프홀딩스,Unclassified,common_equity,fallback,0.4,,,,,,
007800,(주)솔로몬저축은행,Unclassified,common_equity,fallback,0.4,,,,,,
007810,(주)코리아써키트,Unclassified,common_equity,fallback,0.4,,,,,,
007860,(주)서연,Unclassified,common_equity,fallback,0.4,,,,,,
007980,티피(주),Unclassified,common_equity,fallback,0.4,,,,,,
008000,도레이케미칼(주),Unclassified,common_equity,fallback,0.4,,,,,,
008020,경남에너지(주),Unclassified,common_equity,fallback,0.4,,,,,,
008040,사조동아원(주),Unclassified,common_equity,fallback,0.4,,,,,,
008060,(주)대덕,Unclassified,common_equity,fallback,0.4,,,,,,
008080,(주)에스와이코퍼레이션,Unclassified,common_equity,fallback,0.4,,,,,,
008110,대동전자(주),Unclassified,common_equity,fallback,0.4,,,,,,
008250,이건산업(주),Unclassified,common_equity,fallback,0.4,,,,,,
008260,(주)엔아이스틸,Unclassified,common_equity,fallback,0.4,,,,,,
008320,한국기술산업(주),Unclassified,common_equity,fallback,0.4,,,,,,
008350,(주)남선알미늄,Unclassified,common_equity,fallback,0.4,,,,,,
008400,(주)씨앤중공업,Unclassified,common_equity,fallback,0.4,,,,,,
008420,문배철강(주),Unclassified,common_equity,fallback,0.4,,,,,,
008490,(주)서흥,Unclassified,common_equity,fallback,0.4,,,,,,
008500,일정실업(주),Unclassified,common_equity,fallback,0.4,,,,,,
008540,케이비물산(주),Unclassified,common_equity,fallback,0.4,,,,,,
008560,메리츠증권(주),Unclassified,common_equity,fallback,0.4,,,,,,
008600,(주)윌비스,Unclassified,common_equity,fallback,0.4,,,,,,
008700,아남전자(주),Unclassified,common_equity,fallback,0.4,,,,,,
008720,(주)삼양엔텍,Unclassified,common_equity,fallback,0.4,,,,,,
008870,(주)금비,Unclassified,common_equity,fallback,0.4,,,,,,
008900,(주)티이씨앤코,Unclassified,common_equity,fallback,0.4,,,,,,
008970,케이비아이동양철관(주),Unclassified,common_equity,fallback,0.4,,,,,,
009070,(주)케이씨티시,Unclassified,common_equity,fallback,0.4,,,,,,
009140,경인전자(주),Unclassified,common_equity,fallback,0.4,,,,,,
009160,(주)SIMPAC,Unclassified,common_equity,fallback,0.4,,,,,,
009180,한솔로지스틱스(주),Unclassified,common_equity,fallback,0.4,,,,,,
009190,(주)대양금속,Unclassified,common_equity,fallback,0.4,,,,,,
009200,무림페이퍼(주),Unclassified,common_equity,fallback,0.4,,,,,,
009270,(주)신원,Unclassified,common_equity,fallback,0.4,,,,,,
009280,(주)다함이텍,Unclassified,common_equity,fallback,0.4,,,,,,
009290,광동제약(주),Unclassified,common_equity,fallback,0.4,,,,,,
009310,참엔지니어링(주),Unclassified,common_equity,fallback,0.4,,,,,,
009320,아진전자부품(주),Unclassified,common_equity,fallback,0.4,,,,,,
009380,아세아페이퍼텍(주),Unclassified,common_equity,fallback,0.4,,,,,,
009410,(주)태영건설,Unclassified,common_equity,fallback,0.4,,,,,,
009440,케이씨그린홀딩스(주),Unclassified,common_equity,fallback,0.4,,,,,,
009450,(주)경동나비엔,Unclassified,common_equity,fallback,0.4,,,,,,
009460,(주)한창제지,Unclassified,common_equity,fallback,0.4,,,,,,
009470,삼화전기(주),Unclassified,common_equity,fallback,0.4,,,,,,
009580,무림피앤피(주),Unclassified,common_equity,fallback,0.4,,,,,,
009680,(주)모토닉,Unclassified,common_equity,fallback,0.4,,,,,,
009690,케이엠에이치(주),Unclassified,common_equity,fallback,0.4,,,,,,
009720,한국전기초자(주),Unclassified,common_equity,fallback,0.4,,,,,,
009770,삼정펄프(주),Unclassified,common_equity,fallback,0.4,,,,,,
009810,(주)플레이그램,Unclassified,common_equity,fallback,0.4,,,,,,
009900,명신산업(주),Unclassified,common_equity,fallback,0.4,,,,,,
010040,한국내화(주),Unclassified,common_equity,fallback,0.4,,,,,,
010050,우리종합금융(주),Unclassified,common_equity,fallback,0.4,,,,,,
010100,한국무브넥스(주),Unclassified,common_equity,fallback,0.4,,,,,,
010400,(주)우진아이엔에스,Unclassified,common_equity,fallback,0.4,,,,,,
010420,한솔피엔에스(주),Unclassified,common_equity,fallback,0.4,,,,,,
010460,(주)화인자산관리,Unclassified,common_equity,fallback,0.4,,,,,,
010520,현대하이스코(주),Unclassified,common_equity,fallback,0.4,,,,,,
010580,(주)에스엠벡셀,Unclassified,common_equity,fallback,0.4,,,,,,
010600,웰바이오텍(주),Unclassified,common_equity,fallback,0.4,,,,,,
010620,에이치디현대미포(주),Unclassified,common_equity,fallback,0.4,,,,,,
010640,진양폴리우레탄(주),Unclassified,common_equity,fallback,0.4,,,,,,
010660,화천기계(주),Unclassified,common_equity,fallback,0.4,,,,,,
010690,(주)화신,Unclassified,common_equity,fallback,0.4,,,,,,
010770,평화홀딩스(주),Unclassified,common_equity,fallback,0.4,,,,,,
010780,아이에스동서(주),Unclassified,common_equity,fallback,0.4,,,,,,
010820,퍼스텍(주),Unclassified,common_equity,fallback,0.4,,,,,,
010960,삼호개발(주),Unclassified,common_equity,fallback,0.4,,,,,,
011000,진원생명과학(주),Unclassified,common_equity,fallback,0.4,,,,,,
011050,(주)케드콤,Unclassified,common_equity,fallback,0.4,,,,,,
011090,(주)에넥스,Unclassified,common_equity,fallback,0.4,,,,,,
011150,씨제이씨푸드(주),Unclassified,common_equity,fallback,0.4,,,,,,
011160,두산건설(주),Unclassified,common_equity,fallback,0.4,,,,,,
011230,삼화전자공업(주),Unclassified,common_equity,fallback,0.4,,,,,,
011280,태림포장(주),Unclassified,common_equity,fallback,0.4,,,,,,
011300,(주)우성머티리얼스,Unclassified,common_equity,fallback,0.4,,,,,,
011330,(주)유니켐,Unclassified,common_equity,fallback,0.4,,,,,,
011390,부산산업(주),Unclassified,common_equity,fallback,0.4,,,,,,
011400,(주)케이씨오에너지,Unclassified,common_equity,fallback,0.4,,,,,,
011420,(주)갤럭시아에스엠,Unclassified,common_equity,fallback,0.4,,,,,,
011500,(주)한농화성,Unclassified,common_equity,fallback,0.4,,,,,,
011690,(주)와이투솔루션,Unclassified,common_equity,fallback,0.4,,,,,,
011700,한신기계공업(주),Unclassified,common_equity,fallback,0.4,,,,,,
011720,현대페인트(주),Unclassified,common_equity,fallback,0.4,,,,,,
011760,현대코퍼레이션(주),Unclassified,common_equity,fallback,0.4,,,,,,
011800,(주)배명금속,Unclassified,common_equity,fallback,0.4,,,,,,
011810,(주)STX,Unclassified,common_equity,fallback,0.4,,,,,,
011930,(주)신성이엔지,Unclassified,common_equity,fallback,0.4,,,,,,
012030,(주)디비아이엔씨,Unclassified,common_equity,fallback,0.4,,,,,,
012090,성원건설(주),Unclassified,common_equity,fallback,0.4,,,,,,
0120G0,(주)삼양바이오팜,Unclassified,common_equity,fallback,0.4,,,,,,
012160,(주)영흥,Unclassified,common_equity,fallback,0.4,,,,,,
012170,(주)아센디오,Unclassified,common_equity,fallback,0.4,,,,,,
012200,계양전기(주),Unclassified,common_equity,fallback,0.4,,,,,,
012280,영화금속(주),Unclassified,common_equity,fallback,0.4,,,,,,
012320,(주)경동인베스트,Unclassified,common_equity,fallback,0.4,,,,,,
012400,(주)허메스홀딩스,Unclassified,common_equity,fallback,0.4,,,,,,
012410,글로스텍(주),Unclassified,common_equity,fallback,0.4,,,,,,
012420,메리츠종합금융(주),Unclassified,common_equity,fallback,0.4,,,,,,
012510,(주)더존비즈온,Unclassified,common_equity,fallback,0.4,,,,,,
012580,(주)톰보이,Unclassified,common_equity,fallback,0.4,,,,,,
012600,(주)청호ICT,Unclassified,common_equity,fallback,0.4,,,,,,
012610,(주)경인양행,Unclassified,common_equity,fallback,0.4,,,,,,
012630,에이치디씨(주),Unclassified,common_equity,fallback,0.4,,,,,,
012690,(주)모나리자,Unclassified,common_equity,fallback,0.4,,,,,,
012800,(주)대창,Unclassified,common_equity,fallback,0.4,,,,,,
013000,(주)세우글로벌,Unclassified,common_equity,fallback,0.4,,,,,,
013200,(주)씨앤우방,Unclassified,common_equity,fallback,0.4,,,,,,
013240,(주)셀런,Unclassified,common_equity,fallback,0.4,,,,,,
013360,일성건설(주),Unclassified,common_equity,fallback,0.4,,,,,,
013520,(주)화승코퍼레이션,Unclassified,common_equity,fallback,0.4,,,,,,
013570,디와이(주),Unclassified,common_equity,fallback,0.4,,,,,,
013580,계룡건설산업(주),Unclassified,common_equity,fallback,0.4,,,,,,
013700,(주)까뮤이앤씨,Unclassified,common_equity,fallback,0.4,,,,,,
013870,지엠비코리아(주),Unclassified,common_equity,fallback,0.4,,,,,,
013890,(주)지누스,Unclassified,common_equity,fallback,0.4,,,,,,
014130,(주)한익스프레스,Unclassified,common_equity,fallback,0.4,,,,,,
014160,대영포장(주),Unclassified,common_equity,fallback,0.4,,,,,,
014280,금강공업(주),Unclassified,common_equity,fallback,0.4,,,,,,
014300,(주)선진지주,Unclassified,common_equity,fallback,0.4,,,,,,
014350,(주)신일건업,Unclassified,common_equity,fallback,0.4,,,,,,
014440,영보화학(주),Unclassified,common_equity,fallback,0.4,,,,,,
014530,극동유화(주),Unclassified,common_equity,fallback,0.4,,,,,,
014580,(주)태경비케이,Unclassified,common_equity,fallback,0.4,,,,,,
014590,티엘씨레저(주),Unclassified,common_equity,fallback,0.4,,,,,,
014710,사조씨푸드(주),Unclassified,common_equity,fallback,0.4,,,,,,
014790,에이치엘디앤아이한라(주),Unclassified,common_equity,fallback,0.4,,,,,,
014830,(주)유니드,Unclassified,common_equity,fallback,0.4,,,,,,
014910,성문전자(주),Unclassified,common_equity,fallback,0.4,,,,,,
014990,(주)인디에프,Unclassified,common_equity,fallback,0.4,,,,,,
015020,(주)이스타코,Unclassified,common_equity,fallback,0.4,,,,,,
015110,(주)중앙건설,Unclassified,common_equity,fallback,0.4,,,,,,
015230,대창단조(주),Unclassified,common_equity,fallback,0.4,,,,,,
015260,(주)에이엔피,Unclassified,common_equity,fallback,0.4,,,,,,
015350,(주)부산도시가스,Unclassified,common_equity,fallback,0.4,,,,,,
015360,(주)인베니,Unclassified,common_equity,fallback,0.4,,,,,,
015540,(주)에코바이브,Unclassified,common_equity,fallback,0.4,,,,,,
015590,디케이엠이(주),Unclassified,common_equity,fallback,0.4,,,,,,
015860,일진홀딩스(주),Unclassified,common_equity,fallback,0.4,,,,,,
015890,태경산업(주),Unclassified,common_equity,fallback,0.4,,,,,,
015940,(주)LG데이콤,Unclassified,common_equity,fallback,0.4,,,,,,
016090,(주)대현,Unclassified,common_equity,fallback,0.4,,,,,,
016160,(주)오라바이오틱스,Unclassified,common_equity,fallback,0.4,,,,,,
016380,KG스틸(주),Unclassified,common_equity,fallback,0.4,,,,,,
016420,NH농협증권(주),Unclassified,common_equity,fallback,0.4,,,,,,
016450,한세예스24홀딩스(주),Unclassified,common_equity,fallback,0.4,,,,,,
016510,(주)현대디에스에프,Unclassified,common_equity,fallback,0.4,,,,,,
016560,(주)서울상호저축은행,Unclassified,common_equity,fallback,0.4,,,,,,
016570,(주)태평양제약,Unclassified,common_equity,fallback,0.4,,,,,,
016580,환인제약(주),Unclassified,common_equity,fallback,0.4,,,,,,
016590,신대양제지(주),Unclassified,common_equity,fallback,0.4,,,,,,
