days,total_return,cagr,annualized_volatility,sharpe,max_drawdown,win_rate,benchmark_total_return,active_total_return,tracking_error,information_ratio,average_turnover,rebalance_count,benchmark_type,benchmark_path
3564,7.8791674971674475,0.16696175649119116,0.20128488453955276,0.8294798532593387,-0.4819658547984307,0.5521885521885522,2.817577105324432,1.3258646131295002,0.09373046889694366,0.6408374136063533,0.2113680154142582,173,universe_equal_weight,
