model,dependent,variable,coefficient,std_error,t_stat,clustered_std_error,clustered_t_stat,nobs,firm_clusters,within_r2,fixed_effects,holding_excluded,idea
R1 wage_growth_t1_on_payout_assets,wage_growth_lead1,payout_to_assets,-6.121145144800572,11.390854327988889,-0.5373736656222597,9.890695928966963,-0.6188791151564496,10023,783,0.0010642579326227697,firm + fiscal_year,True,공통 분모를 제거하고 주주환원(t)이 다음 해 1인당 인건비 증가율에 미치는지 검정
R2 employment_growth_t1_on_payout_assets,employee_count_growth_clean_lead1,payout_to_assets,1.4645694561243687,0.44532925875963447,3.28873395878726,1.2828943115791684,1.1416134929474968,10023,783,0.0055256266668530785,firm + fiscal_year,True,주주환원(t)이 다음 해 고용 증가율에 미치는지 검정
R3 log_wage_level_on_payout_assets,log_per_employee_labor_cost,payout_to_assets,1.0926777748838763,0.26975528692288636,4.050625985307323,0.3869179918241482,2.8240552209329453,9594,779,0.012678233955606744,firm + fiscal_year,True,수준식에서 같은 분모 없이 주주환원 성향과 1인당 인건비 수준의 관계 검정
R4 wage_growth_t1_dividend_vs_buyback,wage_growth_lead1,dividend_to_assets,-13.87469207594617,18.24907145183513,-0.7602957834082528,25.322956240984205,-0.5479096494069886,10023,783,0.001093575942202607,firm + fiscal_year,True,배당형 환원과 자사주형 환원의 이질성 검정
R4 wage_growth_t1_dividend_vs_buyback,wage_growth_lead1,buyback_to_assets,-0.6500825170689295,18.945441598077565,-0.03431340007059507,2.363276221120356,-0.2750768239697116,10023,783,0.001093575942202607,firm + fiscal_year,True,배당형 환원과 자사주형 환원의 이질성 검정
R5 wage_growth_t1_on_payout_net_income,wage_growth_lead1,payout_to_positive_net_income,-0.320548601381352,0.26059737622091117,-1.230053065114591,0.3477647486303429,-0.921739775649543,7580,769,0.002103420195845973,firm + fiscal_year,True,순이익 대비 주주환원율을 사용한 강건성 검정
R6 wage_growth_t2_on_payout_assets,wage_growth_lead2,payout_to_assets,-7.734961436584165,12.497435328754547,-0.6189239018334657,14.32744318648379,-0.5398703268899482,9240,764,0.0024239058570210137,firm + fiscal_year,True,2년 뒤 임금 증가율에 대한 동태 효과 검정
