ticker,name,available_date,fiscal_period,pbr,per,roe,roa,debt_ratio,operating_cash_flow_to_net_income,sales_growth,asset_growth,per_value_z,pbr_value_z,psr_value_z,value_score,roe_quality_z,roa_quality_z,operating_margin_quality_z,debt_ratio_quality_z,operating_cash_flow_to_net_income_quality_z,quality_score,sales_growth_growth_z,asset_growth_growth_z,growth_score,composite_score,composite_weight_coverage,factor_scope,preview_note
139130,(주)아이엠금융지주,2026-03-31,2025-12,0.6724120636894423,10.080362683227056,0.0678,0.0501,0.3886,0.7919081443215756,0.5263,0.0882,0.2720009248099755,0.3853512034436578,-0.6159379520225384,0.013804725410364963,0.25884886194796425,0.3696970177056611,2.50210175945301,0.41658016082287697,-0.06344145799191518,0.6967572683875194,2.1158673857858212,-0.29320741068586126,0.91132998754998,0.44795582867411515,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
090370,(주)메타랩스,2026-03-31,2025-12,0.5576519659368548,0.0,-0.0784,-0.0628,0.2722,0.7870140215289445,2.9298,-0.0416,0.42716169847233515,0.44356326557178594,0.3567792957829365,0.4091680866090192,-0.5663250174177599,-0.9859740279733659,-0.4820768588205672,0.4720980545149268,-0.06397890168448768,-0.32525135027625074,4.227973550382325,0.6732719000571538,2.4506227252197395,0.4434024276752768,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
383220,(주)에프앤에프,2026-03-31,2025-12,1.4392169869912046,6.568472447575552,0.2409,0.193,0.2151,1.0337584012601169,0.1164,0.1518,0.3260572740807868,-0.003610610893854782,0.25407712046834285,0.19217459455175825,1.2358502198016363,2.085599519278141,0.913911782948089,0.4993323477264049,-0.03688288955256929,0.9395621960403405,0.35742339003468737,-0.7667673811269687,-0.20467199554614068,0.43744499682235105,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
007540,샘표(주),2026-03-31,2025-12,0.6529592083843593,14.400074464807238,0.0466,0.0452,0.0294,0.2792338112003794,0.615,0.0519,0.2055102792756006,0.39521866472824396,-1.4647776141782298,-0.28801622339146177,0.13919300529575257,0.3108592132430638,3.097770268524306,0.5879034203949071,-0.11974032877109886,0.8031971157373861,2.496384542221844,-0.02292082378315366,1.236731859219345,0.4207806816806926,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
035150,(주)백산,2026-03-31,2025-12,1.1395709712197544,5.75926147577647,0.21,0.1499,0.3290999999999999,0.1289066386949064,0.0507,0.0144,0.33851295691542665,0.14838483724648494,0.336383563208423,0.27442711912344486,1.061446164586856,1.5680669943112138,0.3303044912387846,0.4449591528733664,-0.1362483720116505,0.6537056861997141,0.07557471835659633,0.2563008569014617,0.16593778762902903,0.41437830015615446,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
175330,(주)JB금융지주,2026-03-31,2025-12,1.779487168342378,9.249488230808964,0.1993,0.1456,0.3927,0.6349705834317684,0.1942,0.1143,0.2847900601719394,-0.17621266792475634,-0.8193879266955062,-0.2369368448161077,1.0010538218425793,1.5164338189664859,3.0969921254686943,0.4146246336395659,-0.08067541508733864,1.1896857969659975,0.6911802645636901,-0.4875457004423535,0.10181728206066828,0.4139482770725655,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
058730,다스코(주),2026-03-31,2025-12,0.460184632127334,102.56021029683784,0.0044,0.002,1.3095,55.3159615177584,0.0513,0.0277,-1.1514840384623288,0.49300357280657925,0.4601265022493299,-0.0661179878021399,-0.09898987917232925,-0.20787408324350806,-0.20855957477280654,-0.02265032286276494,5.567086420228864,1.005802512035491,0.07814867882854235,0.15727023415198477,0.11770945649026356,0.41115346117894025,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
003080,에스비성보(주),2026-03-31,2025-12,0.371737377993748,1.690000650603219,0.2412,0.1505,0.4963,-0.0892211266482073,0.0659,0.0487,0.4011485661399238,0.537868444425866,0.3611015214770155,0.4333728440142684,1.2375434630561486,1.5752716234290827,-0.6174737504971258,0.3652118004222432,-0.1602018763730654,0.4800702520074567,0.14078171697922925,0.0009060929686001908,0.07084390497391473,0.3924086075047046,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
227840,현대코퍼레이션홀딩스(주),2026-03-31,2025-12,0.3511212995642844,3.050938642925195,0.1196,0.0978,0.2271999999999999,0.55950087091483,0.1939,0.0902,0.38020049131057887,0.5483259506660718,0.41378563167675914,0.4474373578844699,0.5512155305604438,0.9424650325762509,0.1388812995581327,0.4935611577463895,-0.08896305368797992,0.4074319933506474,0.689893284327717,-0.3080992336557074,0.1908970253360048,0.38801173390396637,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
019180,(주)티에이치엔,2026-03-31,2025-12,0.647390830147271,2.776694071531132,0.2669,0.1096,1.4313999999999998,0.994502727854526,0.5881000000000001,0.3325,0.38442176798557476,0.39804322471240444,0.47701901915767025,0.41982800395188313,1.382597968526047,1.0841560718943424,-0.07160639698502311,-0.08079148472754896,-0.04119371602003893,0.4546324885375557,2.380985314396263,-2.1122435864525686,0.13437086397184728,0.38675368253257403,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
005110,(주)한창,2026-03-31,2025-12,0.0,2.9926230263677116,0.0,0.2362,0.0,-4.673973618494145,-1.0,-0.4826,0.3810981074446405,0.6498514488249029,0.49212764876568155,0.5076924016784082,-0.12382411357184489,2.6043328157647125,-0.29026459561210916,0.5997357907274877,-0.6636723476204647,0.42526150993755635,-3.1359900819634325,3.0859854903397475,-0.025002295811842545,0.3845637472046782,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
100090,에스케이오션플랜트(주),2026-03-31,2025-12,1.5486656640428478,33.47947810889611,0.0495,0.0308999999999999,0.3240999999999999,-0.581280282658433,0.4829,-0.2067999999999999,-0.08816715312066707,-0.0591284547537258,0.29196607777596434,0.04822348996719048,0.15556102342270606,0.13914888593385016,-0.015191025453123678,0.44734394212130674,-0.21423691001962994,0.10252518320102186,1.9296842449817244,1.9033364773664452,1.9165103611740848,0.38223034068243594,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
001800,(주)오리온홀딩스,2026-03-31,2025-12,0.7085666575479571,23.54901216614408,0.0302,0.0265,0.1484,0.9885423680459192,0.9257,0.0259,0.06468635294106637,0.3670117849077264,-2.223924720976892,-0.5974088610426999,0.04662904071573973,0.08631493906947828,2.9219099379559026,0.5311454362939283,-0.041848247571519705,0.7088302212927058,3.8292670732778995,0.1706728748248463,1.999969974051373,0.379753895779398,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
009140,경인전자(주),2026-03-31,2025-12,0.5033566946783966,21.278267532035017,0.0239,0.0225,0.0705,1.0351215586145648,0.6505,0.0383,0.09963851739088966,0.4711045431208431,0.25088867486471456,0.27387724512548245,0.011070932370978698,0.03828407828368459,-0.12218569559982949,0.5683004527768379,-0.03673319565374948,0.09174731443558445,2.6486772034786505,0.07834357241180016,1.3635103879452253,0.3795952978079821,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
005880,대한해운(주),2026-03-31,2025-12,0.3399296592368781,3.0927914167835446,0.1151,0.0856,0.2009,1.343715511376011,-0.283,-0.1224,0.3795562775083729,0.5540029104701597,0.3545168437966857,0.4293586772584061,0.5258168817427574,0.7959709071795801,0.5610239072278629,0.5061051491905553,-0.0028452282886130545,0.4772143234104285,-1.3559762974573908,1.2749015480389383,-0.04053737470922625,0.3709825211604767,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
465770,(주)STX그린로지스,2026-03-31,2025-12,1.0658094417732855,0.0,-0.1449,-0.055,1.4045,-3.2670696399657233,0.6037,-0.3807999999999999,0.42716169847233515,0.1858003746927903,0.4149787948284085,0.34264695599784467,-0.9416606055013486,-0.8923138494410684,-0.4793533581259238,-0.06796131857363036,-0.5091744526240978,-0.5780927168532137,2.44790828666686,3.0859854903397475,2.7669468885033037,0.3630554143941469,0.6,fundamental_value_quality_growth,"Fundamental Value/Quality MVP preview. Momentum, Low Volatility, KOSPI200 membership, liquidity, and sector constraints are not applied yet."
