ticker,company_name,years,first_year,last_year,avg_labor_share,avg_payout_share,avg_dividend_share,avg_buyback_share,avg_value_added_trn,latest_labor_share,latest_payout_share,shareholder_over_labor_tilt,payout_to_labor_ratio
017940,(주)이원,16,2010,2025,0.1731146343496936,0.057641921573673364,0.05514982413031094,0.002492097443362425,0.2653281325,0.1885796853177434,0.0565392712897847,-0.11547271277602023,0.3329696636578743
003030,(주)세아제강지주,16,2010,2025,0.3232358222435693,0.2048331274338971,0.2038957714564867,0.000937355977410375,0.10616863874999999,0.2708713939290758,0.2017411913788872,-0.1184026948096722,0.633695628201593
007540,샘표(주),15,2010,2025,0.2894587579882672,0.1651769365468069,0.034261932289267036,0.07591324005039543,0.025210550666666668,0.0787070075267029,0.0389569698352011,-0.1242818214414603,0.570640659466597
011780,금호석유화학(주),16,2010,2025,0.2623370834057301,0.13695303161992575,0.10326799687578035,0.0336850347441454,0.60939385875,0.3650526618898592,0.1791991530900745,-0.12538405178580433,0.5220498369577221
107590,미원홀딩스(주),16,2010,2025,0.20272746481524556,0.07722196382760409,0.05011519049873513,0.027106773328868957,0.03445347812499999,0.0981815608830651,0.0642488860207245,-0.12550550098764146,0.3809151557140018
251270,넷마블(주),11,2014,2025,0.40843396379578895,0.27914950212718725,0.10794518306543571,0.07089688477596762,0.18239415909090909,0.6441869458421644,0.5165855384489598,-0.1292844616686017,0.6834629998272082
095570,에이제이네트웍스(주),13,2013,2025,0.16190443276657843,0.031753712088749976,0.02892318102744503,0.0028305310613049232,0.20024687538461539,0.1867724115286296,0.0493687979345389,-0.13015072067782846,0.19612626749095918
036460,한국가스공사(주),16,2010,2025,0.15333271481634983,0.021961418224117714,0.020592070410889656,0.0013693478132280562,2.332644786875,0.1492191180306837,0.0294873960675859,-0.13137129659223212,0.14322721834294408
000050,(주)경방,16,2010,2025,0.19665819049977118,0.058547071212150845,0.03315898817263697,0.025388083039513856,0.08721585374999999,0.1534540559439911,0.0385612706432696,-0.13811111928762032,0.2977098033057462
013890,(주)지누스,9,2017,2025,0.3140336250982557,0.1727046244540087,0.10833960232898303,0.06436502212502562,0.04572442999999997,0.5216606689074735,0.0640103632455759,-0.14132900064424703,0.5499558348249248
034730,에스케이(주),16,2010,2025,0.40070110258344577,0.25630637303493914,0.13087515675512523,0.11814093052587875,1.8214538843749999,0.2277347195445717,0.1209680552313473,-0.14439472954850663,0.6396447910486183
001430,(주)세아베스틸지주,15,2010,2025,0.3426919906095531,0.19785780909341044,0.18296823116832744,0.006611807093271739,0.310422842,0.1353581081227998,0.4655646710042964,-0.14483418151614263,0.5773633890347913
014530,극동유화(주),16,2010,2025,0.3027303576805093,0.15756678954153225,0.1442898530033437,0.01327693653818855,0.03147796249999999,0.351212910578371,0.2150370570452787,-0.14516356813897707,0.5204855923561605
093050,(주)엘에프,16,2010,2025,0.18397170236776994,0.03690239442794624,0.031327043413595906,0.005575351014350325,0.492036735625,0.2195665630568677,0.0734425612195695,-0.1470693079398237,0.20058734008003168
282330,(주)비지에프리테일,8,2018,2025,0.21869766043862232,0.06981693544567065,0.06981690032168465,3.5123986004923815e-08,0.83418797625,0.2297617294152635,0.070317737928368,-0.14888072499295169,0.3192395168089365
009070,(주)케이씨티시,16,2010,2025,0.1588293597608788,0.005317515981192131,0.005317515981192131,0.0,0.25414636749999997,0.088813775407365,0.0043924490404167,-0.15351184377968669,0.03347942716131181
015230,대창단조(주),16,2010,2025,0.27693181524489596,0.12337335275087181,0.0915607891287729,0.031812563622098895,0.03243113937499999,0.2157360769206809,0.1197994573994132,-0.15355846249402416,0.4455008271323772
317450,명인제약(주),8,2018,2025,0.27353527202125577,0.117803400989859,0.117803400989859,0.0,0.11536657874999999,0.2930734844959325,0.1530037678749795,-0.15573187103139677,0.4306698734659155
